Profile	Rawfilename	yyyy-mm-dd hh:mm	Depth [m]	Sampled volume [L]	LPM (1-2 µm) [# l-1]	LPM (2-4 µm) [# l-1]	LPM (4-8 µm) [# l-1]	LPM (8-16 µm) [# l-1]	LPM (16-32 µm) [# l-1]	LPM (32-64 µm) [# l-1]	LPM (64-128 µm) [# l-1]	LPM (128-256 µm) [# l-1]	LPM (256-512 µm) [# l-1]	LPM (0.512-1.02 mm) [# l-1]	LPM (1.02-2.05 mm) [# l-1]	LPM (2.05-4.1 mm) [# l-1]	LPM (4.1-8.19 mm) [# l-1]	LPM (8.19-16.4 mm) [# l-1]	LPM (>16.4 mm) [# l-1]	LPM biovolume (1-2 µm) [mm3 l-1]	LPM biovolume (2-4 µm) [mm3 l-1]	LPM biovolume (4-8 µm) [mm3 l-1]	LPM biovolume (8-16 µm) [mm3 l-1]	LPM biovolume (16-32 µm) [mm3 l-1]	LPM biovolume (32-64 µm) [mm3 l-1]	LPM biovolume (64-128 µm) [mm3 l-1]	LPM biovolume (128-256 µm) [mm3 l-1]	LPM biovolume (256-512 µm) [mm3 l-1]	LPM biovolume (0.512-1.02 mm) [mm3 l-1]	LPM biovolume (1.02-2.05 mm) [mm3 l-1]	LPM biovolume (2.05-4.1 mm) [mm3 l-1]	LPM biovolume (4.1-8.19 mm) [mm3 l-1]	LPM biovolume (8.19-16.4 mm) [mm3 l-1]	LPM biovolume (>16.4 mm) [mm3 l-1]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	pressure [db]	qc flag	spar [umol m-2 s-1]	temperature [degc]	extrames01	extrames02	extrames03	extrames04	extrames05	extrames06	extrames07	extrames08	extrames09	extrames10	extrames11	extrames12	extrames13	extrames14	extrames15	extrames16	extrames17	extrames18	extrames19	extrames20
uvpappsample02	HDR20191121020000	2019-11-21 02:10:30	52.5	2.26	0.0	0.0	0.0	0.0	0.0	615.9292035398231	21.238938053097346	86.72566371681417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0365282423964346	0.00615567619378222	0.231136645284114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13542	4.1202898		51.5566								12.67478	35.5059	52.0	0E-20		12.68182		98.68748						0.38088												
uvpappsample02	HDR20191121020000	2019-11-21 02:11:33	57.5	2.26	0.0	0.0	0.0	0.0	0.0	613.2743362831859	19.911504424778762	85.84070796460178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0363462961294004	0.00564173062132158	0.229744533584913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11864	4.0970262		56.5084								12.43696	35.50488	57.0	0E-20		12.44458		98.93594						0.257216												
uvpappsample02	HDR20191121020000	2019-11-21 02:12:36	62.5	2.26	0.0	0.0	0.0	0.0	0.0	611.5044247787611	19.026548672566374	85.39823008849558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0362249986180442	0.00529910023968115	0.229048477735313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07542	4.0797774		61.4658								12.26454	35.49664	62.0	0E-20		12.27274		99.13118						0.162												
uvpappsample02	HDR20191121020000	2019-11-21 02:13:39	67.5	2.26	0.0	0.0	0.0	0.0	0.0	608.849557522124	17.69911504424779	84.070796460177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360430523510099	0.00478515466722051	0.226263915342671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06382	4.0550194		66.4222								12.03134	35.47532	67.0	0E-20		12.04014		99.26622						0.1129248												
uvpappsample02	HDR20191121020000	2019-11-21 02:14:42	72.5	2.26	0.0	0.0	0.0	0.0	0.0	607.0796460176991	16.8141592920354	83.62831858407081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0359217548396537	0.00444252428558008	0.225567859493071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0555	4.061092		71.3798								12.06574	35.49514	72.0	0E-20		12.07516		99.3613						0.0757784												
uvpappsample02	HDR20191121020000	2019-11-21 02:15:45	77.5	2.26	0.0	0.0	0.0	0.0	0.0	605.3097345132744	15.92920353982301	83.18584070796462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0358004573282976	0.00409989390393965	0.224871803643471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05262	4.0618202		76.3332								12.04906	35.51578	77.0	0E-20		12.05914		99.3981						0.046238												
uvpappsample02	HDR20191121020000	2019-11-21 02:16:48	82.5	2.26	0.0	0.0	0.0	0.0	0.0	602.6548672566372	14.601769911504427	82.74336283185842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0356185110612633	0.00358594833147901	0.224175747793871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04804	4.0562746		81.2894								11.99398	35.5114	82.0	0E-20		12.00468		99.45502						0.0299196												
uvpappsample02	HDR20191121020000	2019-11-21 02:17:51	87.5	2.26	0.0	0.0	0.0	0.0	0.0	600.8849557522125	13.716814159292037	82.30088495575222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0354972135499071	0.00324331794983859	0.223479691944271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	4.0538204		86.2448								11.96238	35.51448	87.0	0E-20		11.97372		99.48356						0.0155502												
uvpappsample02	HDR20191121020000	2019-11-21 02:18:54	92.5	2.26	0.0	0.0	0.0	0.0	0.0	598.2300884955753	12.389380530973453	81.41592920353983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0353152672828728	0.00272937237737795	0.222087580245071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04456	4.052638		91.2008								11.94646	35.51512	92.0	0E-20		11.95842		99.5131						0.0041732												
uvpappsample02	HDR20191121020000	2019-11-21 02:19:57	97.5	2.26	0.0	0.0	0.0	0.0	0.0	596.4601769911505	11.504424778761063	80.97345132743364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0351939697715167	0.00238674199573752	0.221391524395471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04018	4.0487258		96.1566								11.90606	35.51272	97.0	0E-20		11.91868		99.5358						1.14e-05												
uvpappsample02	HDR20191121020000	2019-11-21 02:21:00	102.5	2.26	0.0	0.0	0.0	0.0	0.0	594.6902654867257	10.619469026548673	80.97345132743364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0350726722601605	0.00204411161409709	0.221391524395471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03834	4.0460646		101.1136								11.87298	35.51528	102.0	0E-20		11.8862		99.55506						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:22:03	107.5	2.26	0.0	0.0	0.0	0.0	0.0	592.0353982300885	10.619469026548673	80.53097345132744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0348907259931262	0.00204411161409709	0.220695468545871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03524	4.0476724		106.0676								11.87444	35.52634	107.0	0E-20		11.88836		99.59052						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:23:06	112.5	2.26	0.0	0.0	0.0	0.0	0.0	590.2654867256638	10.619469026548673	80.08849557522124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03476942848177	0.00204411161409709	0.21999941269627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03548	4.0476786		111.0208								11.86664	35.53102	112.0	0E-20		11.8812		99.59858						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:24:09	117.5	2.26	0.0	0.0	0.0	0.0	0.0	587.6106194690266	10.619469026548673	79.64601769911505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0345874822147358	0.00204411161409709	0.21930335684667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03286	4.0480366		115.9766								11.86182	35.53628	117.0	0E-20		11.87704		99.61366						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:25:12	122.5	2.26	0.0	0.0	0.0	0.0	0.0	585.8407079646018	10.619469026548673	79.20353982300885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0344661847033796	0.00204411161409709	0.21860730099707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0324	4.0463816		120.9266								11.84114	35.53732	122.0	0E-20		11.85698		99.6203						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:26:15	127.5	2.26	0.0	0.0	0.0	0.0	0.0	584.070796460177	10.619469026548673	78.31858407079646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0343448871920234	0.00204411161409709	0.216518794454028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0324	4.044689		125.8894								11.8215	35.53678	127.0	0E-20		11.838		99.59898						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:27:18	132.5	2.26	0.0	0.0	0.0	0.0	0.0	581.4159292035399	10.619469026548673	77.87610619469027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0341629409249891	0.00204411161409709	0.215822738604428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03316	4.0389856		130.84								11.76634	35.53146	132.0	0E-20		11.78342		99.60804						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:28:21	137.5	2.26	0.0	0.0	0.0	0.0	0.0	579.6460176991151	10.619469026548673	77.87610619469027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034041643413633	0.00204411161409709	0.215822738604428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02694	4.0335576		135.7934								11.71402	35.52556	137.0	0E-20		11.7317		99.61278						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:29:24	142.5	2.26	0.0	0.0	0.0	0.0	0.0	576.9911504424779	10.619469026548673	77.43362831858408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0338596971465987	0.00204411161409709	0.215126682754828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03054	4.0279944		140.7492								11.65904	35.52064	142.0	0E-20		11.67732		99.63764						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:30:27	147.5	2.26	0.0	0.0	0.0	0.0	0.0	575.2212389380531	10.619469026548673	76.99115044247789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0337383996352425	0.00204411161409709	0.214430626905228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03006	4.0261488		145.7048								11.6348	35.52234	147.0	0E-20		11.65368		99.64084						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:31:30	152.5	2.26	0.0	0.0	0.0	0.0	0.0	573.4513274336284	10.619469026548673	76.99115044247789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0336171021238863	0.00204411161409709	0.214430626905228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04242	4.0229204		150.6592								11.5984	35.52256	152.0	0E-20		11.61792		99.62368						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:32:33	157.5	2.26	0.0	0.0	0.0	0.0	0.0	570.7964601769912	10.619469026548673	76.54867256637169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0334351558568521	0.00204411161409709	0.213734571055628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02788	4.020737		155.6088								11.57248	35.5229	157.0	0E-20		11.59258		99.646						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:33:36	162.5	2.26	0.0	0.0	0.0	0.0	0.0	569.0265486725664	10.619469026548673	76.1061946902655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0333138583454959	0.00204411161409709	0.213038515206028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0293	4.0177638		160.565								11.53948	35.52238	162.0	0E-20		11.5602		99.65118						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:34:39	167.5	2.26	0.0	0.0	0.0	0.0	0.0	566.3716814159293	10.619469026548673	76.1061946902655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0331319120784616	0.00204411161409709	0.213038515206028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02954	4.018519		165.5228								11.53898	35.52684	167.0	0E-20		11.56034		99.65064						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:35:42	172.5	2.26	0.0	0.0	0.0	0.0	0.0	564.6017699115044	10.619469026548673	75.6637168141593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0330106145671054	0.00204411161409709	0.212342459356428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	4.0197564		170.4704								11.54298	35.5322	172.0	0E-20		11.56496		99.66498						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:36:45	177.5	2.26	0.0	0.0	0.0	0.0	0.0	562.8318584070797	10.619469026548673	75.2212389380531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0328893170557493	0.00204411161409709	0.211646403506828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03018	4.016003		175.4242								11.5051	35.5292	177.0	0E-20		11.5277		99.64284						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:37:48	182.5	2.26	0.0	0.0	0.0	0.0	0.0	560.1769911504425	10.619469026548673	75.2212389380531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032707370788715	0.00204411161409709	0.211646403506828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02874	4.012901		180.381								11.47302	35.52674	182.0	0E-20		11.49622		99.6713						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:38:51	187.5	2.26	0.0	0.0	0.0	0.0	0.0	558.4070796460178	10.619469026548673	74.33628318584071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0325860732773588	0.00204411161409709	0.209557896963785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02442	4.0083244		185.335								11.4277	35.52254	187.0	0E-20		11.45148		99.66122						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:39:54	192.5	2.26	0.0	0.0	0.0	0.0	0.0	555.7522123893806	10.619469026548673	74.33628318584071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0324041270103245	0.00204411161409709	0.209557896963785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0277	4.006296		190.2812								11.40634	35.51978	192.0	0E-20		11.43072		99.65044						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:40:57	197.5	2.26	0.0	0.0	0.0	0.0	0.0	553.9823008849557	10.619469026548673	73.89380530973452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0322828294989684	0.00204411161409709	0.208861841114185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0273	4.0032438		195.2432								11.37526	35.51664	197.0	0E-20		11.40028		99.67096						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:42:00	202.5	2.26	0.0	0.0	0.0	0.0	0.0	552.212389380531	26.548672566371685	73.89380530973452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0321615319876122	0.00821145848362478	0.208861841114185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02714	4.0003438		200.19								11.34648	35.51264	202.0	0E-20		11.37212		99.637						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:43:03	207.5	2.26	0.0	0.0	0.0	0.0	0.0	549.5575221238938	10.619469026548673	73.45132743362832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0319795857205779	0.00204411161409709	0.208165785264585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03104	3.9993376		205.1408								11.33378	35.5117	207.0	0E-20		11.35998		99.67536						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:44:06	212.5	2.26	0.0	0.0	0.0	0.0	0.0	547.7876106194691	10.619469026548673	73.45132743362832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0318582882092217	0.00204411161409709	0.208165785264585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02872	3.998169		210.1004								11.32032	35.51014	212.0	0E-20		11.34718		99.6455						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:45:09	217.5	2.26	0.0	0.0	0.0	0.0	0.0	545.1327433628319	10.619469026548673	73.00884955752213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316763419421875	0.00204411161409709	0.207469729414985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0274	3.9943004		215.0534								11.2832	35.5052	217.0	0E-20		11.31062		99.6609						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:46:12	222.5	2.26	0.0	0.0	0.0	0.0	0.0	543.3628318584072	10.619469026548673	73.00884955752213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0315550444308313	0.00204411161409709	0.207469729414985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03426	3.9932874		219.9998								11.26966	35.50488	222.0	0E-20		11.2977		99.67334						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:47:15	227.5	2.26	0.0	0.0	0.0	0.0	0.0	541.5929203539823	10.619469026548673	73.00884955752213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0314337469194751	0.00204411161409709	0.207469729414985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03248	3.9931022		224.9574								11.26238	35.50694	227.0	0E-20		11.29106		99.70502						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:48:18	232.5	2.26	0.0	0.0	0.0	0.0	0.0	538.9380530973452	10.619469026548673	72.56637168141593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0312518006524408	0.00204411161409709	0.206773673565385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02792	3.9917582		229.9052								11.24704	35.5056	232.0	0E-20		11.27632		99.69708						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:49:21	237.5	2.26	0.0	0.0	0.0	0.0	0.0	537.1681415929204	10.619469026548673	72.12389380530973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0311305031410847	0.00204411161409709	0.205381222871943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02956	3.9918064		234.8582								11.24346	35.50646	237.0	0E-20		11.27338		99.6974						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:50:24	242.5	2.26	0.0	0.0	0.0	0.0	0.0	534.5132743362832	10.619469026548673	71.68141592920355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0309485568740504	0.00204411161409709	0.204685167022343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02992	3.9944502		239.8116								11.2604	35.51306	242.0	0E-20		11.29098		99.70304						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:51:27	247.5	2.26	0.0	0.0	0.0	0.0	0.0	532.7433628318585	10.619469026548673	71.68141592920355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0308272593626942	0.00204411161409709	0.204685167022343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02616	3.9967912		244.7616								11.27438	35.51984	247.0	0E-20		11.30562		99.68836						0.0												
uvpappsample02	HDR20191121020000	2019-11-21 02:52:30	252.5	2.26	0.0	0.0	0.0	0.0	0.0	530.9734513274336	10.619469026548673	71.68141592920355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030705961851338	0.00204411161409709	0.204685167022343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02926	3.997334		249.716								11.2732	35.52372	252.0	0E-20		11.3051		99.69096						0.0												
