depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3	datetime
205.0	8	12	1530	28.5	30.0	31.5	20191121054000
205.0	8	19	96	28.5	30.0	31.5	20191121054000
205.0	8	75	134	28.5	30.0	31.5	20191121054000
205.0	8	118	532	28.5	30.0	31.5	20191121054000
205.0	8	30	36	28.5	30.0	31.5	20191121054000
227.5	10	7	4258	28.5	30.0	31.5	20191121054500
227.5	10	12	1858	28.5	30.0	31.5	20191121054500
227.5	10	19	120	28.5	30.0	31.5	20191121054500
227.5	10	75	158	28.5	30.0	31.5	20191121054500
227.5	10	118	664	28.5	30.0	31.5	20191121054500
252.5	10	7	4198	28.5	30.0	31.5	20191121055000
252.5	10	12	1798	28.5	30.0	31.5	20191121055000
252.5	10	19	120	28.5	30.0	31.5	20191121055000
252.5	10	75	148	28.5	30.0	31.5	20191121055000
252.5	10	118	660	28.5	30.0	31.5	20191121055000
277.5	10	7	4138	28.5	30.0	31.5	20191121055500
277.5	10	12	1738	28.5	30.0	31.5	20191121055500
277.5	10	19	120	28.5	30.0	31.5	20191121055500
277.5	10	75	138	28.5	30.0	31.5	20191121055500
277.5	10	118	660	28.5	30.0	31.5	20191121055500
300.0	8	7	3267	28.5	30.0	31.5	20191121060000
300.0	8	12	1347	28.5	30.0	31.5	20191121060000
300.0	8	19	96	28.5	30.0	31.5	20191121060000
300.0	8	75	105	28.5	30.0	31.5	20191121060000
300.0	8	118	524	28.5	30.0	31.5	20191121060000
322.5	10	7	4030	28.5	30.0	31.5	20191121060500
322.5	10	12	1630	28.5	30.0	31.5	20191121060500
322.5	10	19	120	28.5	30.0	31.5	20191121060500
322.5	10	75	125	28.5	30.0	31.5	20191121060500
322.5	10	118	655	28.5	30.0	31.5	20191121060500
347.5	10	7	3970	28.5	30.0	31.5	20191121061000
347.5	10	12	1570	28.5	30.0	31.5	20191121061000
347.5	10	19	120	28.5	30.0	31.5	20191121061000
347.5	10	75	119	28.5	30.0	31.5	20191121061000
347.5	10	118	651	28.5	30.0	31.5	20191121061000
372.5	10	7	3910	28.5	30.0	31.5	20191121061500
372.5	10	12	1510	28.5	30.0	31.5	20191121061500
372.5	10	19	120	28.5	30.0	31.5	20191121061500
372.5	10	75	113	28.5	30.0	31.5	20191121061500
372.5	10	118	650	28.5	30.0	31.5	20191121061500
395.0	8	7	3085	28.5	30.0	31.5	20191121062000
395.0	8	12	1165	28.5	30.0	31.5	20191121062000
395.0	8	19	96	28.5	30.0	31.5	20191121062000
395.0	8	75	87	28.5	30.0	31.5	20191121062000
395.0	8	118	516	28.5	30.0	31.5	20191121062000
417.5	10	7	3802	28.5	30.0	31.5	20191121062500
417.5	10	12	1402	28.5	30.0	31.5	20191121062500
417.5	10	19	120	28.5	30.0	31.5	20191121062500
417.5	10	75	104	28.5	30.0	31.5	20191121062500
417.5	10	118	645	28.5	30.0	31.5	20191121062500
442.5	10	7	3742	28.5	30.0	31.5	20191121063000
442.5	10	12	1342	28.5	30.0	31.5	20191121063000
442.5	10	19	120	28.5	30.0	31.5	20191121063000
442.5	10	75	100	28.5	30.0	31.5	20191121063000
442.5	10	118	641	28.5	30.0	31.5	20191121063000
467.5	10	7	3682	28.5	30.0	31.5	20191121063500
467.5	10	12	1282	28.5	30.0	31.5	20191121063500
467.5	10	19	120	28.5	30.0	31.5	20191121063500
467.5	10	75	95	28.5	30.0	31.5	20191121063500
467.5	10	118	639	28.5	30.0	31.5	20191121063500
490.0	8	7	2902	28.5	30.0	31.5	20191121064000
490.0	8	12	982	28.5	30.0	31.5	20191121064000
490.0	8	19	96	28.5	30.0	31.5	20191121064000
490.0	8	75	73	28.5	30.0	31.5	20191121064000
490.0	8	118	508	28.5	30.0	31.5	20191121064000
512.5	10	7	3574	28.5	30.0	31.5	20191121064500
512.5	10	12	1174	28.5	30.0	31.5	20191121064500
512.5	10	19	120	28.5	30.0	31.5	20191121064500
512.5	10	75	89	28.5	30.0	31.5	20191121064500
512.5	10	118	634	28.5	30.0	31.5	20191121064500
537.5	10	7	3514	28.5	30.0	31.5	20191121065000
537.5	10	12	1114	28.5	30.0	31.5	20191121065000
537.5	10	19	120	28.5	30.0	31.5	20191121065000
537.5	10	75	85	28.5	30.0	31.5	20191121065000
537.5	10	118	630	28.5	30.0	31.5	20191121065000
562.5	10	7	3454	28.5	30.0	31.5	20191121065500
562.5	10	12	1054	28.5	30.0	31.5	20191121065500
562.5	10	19	120	28.5	30.0	31.5	20191121065500
562.5	10	75	82	28.5	30.0	31.5	20191121065500
562.5	10	118	627	28.5	30.0	31.5	20191121065500
587.5	10	7	3394	28.5	30.0	31.5	20191121070000
587.5	10	12	994	28.5	30.0	31.5	20191121070000
587.5	10	19	120	28.5	30.0	31.5	20191121070000
587.5	10	75	80	28.5	30.0	31.5	20191121070000
587.5	10	118	625	28.5	30.0	31.5	20191121070000
610.0	8	7	2672	28.5	30.0	31.5	20191121070500
610.0	8	12	752	28.5	30.0	31.5	20191121070500
610.0	8	19	96	28.5	30.0	31.5	20191121070500
610.0	8	75	61	28.5	30.0	31.5	20191121070500
610.0	8	118	496	28.5	30.0	31.5	20191121070500
632.5	10	7	3286	28.5	30.0	31.5	20191121071000
632.5	10	12	886	28.5	30.0	31.5	20191121071000
632.5	10	19	120	28.5	30.0	31.5	20191121071000
632.5	10	75	75	28.5	30.0	31.5	20191121071000
632.5	10	118	618	28.5	30.0	31.5	20191121071000
657.5	10	7	3226	28.5	30.0	31.5	20191121071500
657.5	10	12	826	28.5	30.0	31.5	20191121071500
657.5	10	19	120	28.5	30.0	31.5	20191121071500
657.5	10	75	72	28.5	30.0	31.5	20191121071500
657.5	10	118	615	28.5	30.0	31.5	20191121071500
682.5	10	7	3166	28.5	30.0	31.5	20191121072000
682.5	10	12	766	28.5	30.0	31.5	20191121072000
682.5	10	19	120	28.5	30.0	31.5	20191121072000
682.5	10	75	70	28.5	30.0	31.5	20191121072000
682.5	10	118	610	28.5	30.0	31.5	20191121072000
705.0	8	7	2490	28.5	30.0	31.5	20191121072500
705.0	8	12	570	28.5	30.0	31.5	20191121072500
705.0	8	19	96	28.5	30.0	31.5	20191121072500
705.0	8	75	55	28.5	30.0	31.5	20191121072500
705.0	8	118	486	28.5	30.0	31.5	20191121072500
727.5	10	7	3058	28.5	30.0	31.5	20191121073000
727.5	10	12	658	28.5	30.0	31.5	20191121073000
727.5	10	19	120	28.5	30.0	31.5	20191121073000
727.5	10	75	65	28.5	30.0	31.5	20191121073000
727.5	10	118	605	28.5	30.0	31.5	20191121073000
752.5	10	7	2998	28.5	30.0	31.5	20191121073500
752.5	10	12	598	28.5	30.0	31.5	20191121073500
752.5	10	19	120	28.5	30.0	31.5	20191121073500
752.5	10	75	65	28.5	30.0	31.5	20191121073500
752.5	10	118	600	28.5	30.0	31.5	20191121073500
777.5	10	7	2938	28.5	30.0	31.5	20191121074000
777.5	10	12	538	28.5	30.0	31.5	20191121074000
777.5	10	19	120	28.5	30.0	31.5	20191121074000
777.5	10	75	62	28.5	30.0	31.5	20191121074000
777.5	10	118	596	28.5	30.0	31.5	20191121074000
800.0	8	7	2307	28.5	30.0	31.5	20191121074500
800.0	8	12	387	28.5	30.0	31.5	20191121074500
800.0	8	19	96	28.5	30.0	31.5	20191121074500
800.0	8	75	48	28.5	30.0	31.5	20191121074500
800.0	8	118	474	28.5	30.0	31.5	20191121074500
822.5	10	7	2830	28.5	30.0	31.5	20191121075000
822.5	10	12	430	28.5	30.0	31.5	20191121075000
822.5	10	19	120	28.5	30.0	31.5	20191121075000
822.5	10	75	60	28.5	30.0	31.5	20191121075000
822.5	10	118	589	28.5	30.0	31.5	20191121075000
847.5	10	7	2770	28.5	30.0	31.5	20191121075500
847.5	10	12	370	28.5	30.0	31.5	20191121075500
847.5	10	19	120	28.5	30.0	31.5	20191121075500
847.5	10	75	59	28.5	30.0	31.5	20191121075500
847.5	10	118	585	28.5	30.0	31.5	20191121075500
872.5	10	7	2710	28.5	30.0	31.5	20191121080000
872.5	10	12	310	28.5	30.0	31.5	20191121080000
872.5	10	19	120	28.5	30.0	31.5	20191121080000
872.5	10	75	55	28.5	30.0	31.5	20191121080000
872.5	10	118	580	28.5	30.0	31.5	20191121080000
895.0	8	7	2125	28.5	30.0	31.5	20191121080500
895.0	8	12	205	28.5	30.0	31.5	20191121080500
895.0	8	19	96	28.5	30.0	31.5	20191121080500
895.0	8	75	44	28.5	30.0	31.5	20191121080500
895.0	8	118	460	28.5	30.0	31.5	20191121080500
917.5	10	7	2602	28.5	30.0	31.5	20191121081000
917.5	10	12	202	28.5	30.0	31.5	20191121081000
917.5	10	19	120	28.5	30.0	31.5	20191121081000
917.5	10	75	55	28.5	30.0	31.5	20191121081000
917.5	10	118	571	28.5	30.0	31.5	20191121081000
942.5	10	7	2542	28.5	30.0	31.5	20191121081500
942.5	10	12	142	28.5	30.0	31.5	20191121081500
942.5	10	19	120	28.5	30.0	31.5	20191121081500
942.5	10	75	53	28.5	30.0	31.5	20191121081500
942.5	10	118	566	28.5	30.0	31.5	20191121081500
967.5	10	7	2482	28.5	30.0	31.5	20191121082000
967.5	10	12	82	28.5	30.0	31.5	20191121082000
967.5	10	19	120	28.5	30.0	31.5	20191121082000
967.5	10	75	50	28.5	30.0	31.5	20191121082000
967.5	10	118	561	28.5	30.0	31.5	20191121082000
990.0	8	7	1942	28.5	30.0	31.5	20191121082500
990.0	8	12	22	28.5	30.0	31.5	20191121082500
990.0	8	19	96	28.5	30.0	31.5	20191121082500
990.0	8	75	40	28.5	30.0	31.5	20191121082500
990.0	8	118	444	28.5	30.0	31.5	20191121082500
1012.5	10	7	2374	28.5	30.0	31.5	20191121083000
1012.5	10	19	120	28.5	30.0	31.5	20191121083000
1012.5	10	75	50	28.5	30.0	31.5	20191121083000
1012.5	10	118	550	28.5	30.0	31.5	20191121083000
1037.5	10	7	2314	28.5	30.0	31.5	20191121083500
1037.5	10	19	120	28.5	30.0	31.5	20191121083500
1037.5	10	75	50	28.5	30.0	31.5	20191121083500
1037.5	10	118	544	28.5	30.0	31.5	20191121083500
1062.5	10	7	2254	28.5	30.0	31.5	20191121084000
1062.5	10	19	120	28.5	30.0	31.5	20191121084000
1062.5	10	75	46	28.5	30.0	31.5	20191121084000
1062.5	10	118	537	28.5	30.0	31.5	20191121084000
1087.5	10	7	2194	28.5	30.0	31.5	20191121084500
1087.5	10	19	120	28.5	30.0	31.5	20191121084500
1087.5	10	75	45	28.5	30.0	31.5	20191121084500
1087.5	10	118	531	28.5	30.0	31.5	20191121084500
1110.0	8	7	1712	28.5	30.0	31.5	20191121085000
1110.0	8	19	96	28.5	30.0	31.5	20191121085000
1110.0	8	75	36	28.5	30.0	31.5	20191121085000
1110.0	8	118	419	28.5	30.0	31.5	20191121085000
1132.5	10	7	2086	28.5	30.0	31.5	20191121085500
1132.5	10	19	120	28.5	30.0	31.5	20191121085500
1132.5	10	75	45	28.5	30.0	31.5	20191121085500
1132.5	10	118	517	28.5	30.0	31.5	20191121085500
1157.5	10	7	2026	28.5	30.0	31.5	20191121090000
1157.5	10	19	120	28.5	30.0	31.5	20191121090000
1157.5	10	75	45	28.5	30.0	31.5	20191121090000
1157.5	10	118	508	28.5	30.0	31.5	20191121090000
1182.5	10	7	1966	28.5	30.0	31.5	20191121090500
1182.5	10	19	120	28.5	30.0	31.5	20191121090500
1182.5	10	75	43	28.5	30.0	31.5	20191121090500
1182.5	10	118	500	28.5	30.0	31.5	20191121090500
1205.0	8	7	1530	28.5	30.0	31.5	20191121091000
1205.0	8	19	96	28.5	30.0	31.5	20191121091000
1205.0	8	75	32	28.5	30.0	31.5	20191121091000
1205.0	8	118	394	28.5	30.0	31.5	20191121091000
1227.5	10	7	1858	28.5	30.0	31.5	20191121091500
1227.5	10	19	120	28.5	30.0	31.5	20191121091500
1227.5	10	75	40	28.5	30.0	31.5	20191121091500
1227.5	10	118	483	28.5	30.0	31.5	20191121091500
1252.5	10	7	1798	28.5	30.0	31.5	20191121092000
1252.5	10	19	120	28.5	30.0	31.5	20191121092000
1252.5	10	75	40	28.5	30.0	31.5	20191121092000
1252.5	10	118	471	28.5	30.0	31.5	20191121092000
1277.5	10	7	1738	28.5	30.0	31.5	20191121092500
1277.5	10	19	120	28.5	30.0	31.5	20191121092500
1277.5	10	75	40	28.5	30.0	31.5	20191121092500
1277.5	10	118	459	28.5	30.0	31.5	20191121092500
1300.0	8	7	1347	28.5	30.0	31.5	20191121093000
1300.0	8	19	96	28.5	30.0	31.5	20191121093000
1300.0	8	75	32	28.5	30.0	31.5	20191121093000
1300.0	8	118	358	28.5	30.0	31.5	20191121093000
1322.5	10	7	1630	28.5	30.0	31.5	20191121093500
1322.5	10	19	120	28.5	30.0	31.5	20191121093500
1322.5	10	75	40	28.5	30.0	31.5	20191121093500
1322.5	10	118	434	28.5	30.0	31.5	20191121093500
1347.5	10	7	1570	28.5	30.0	31.5	20191121094000
1347.5	10	19	120	28.5	30.0	31.5	20191121094000
1347.5	10	75	39	28.5	30.0	31.5	20191121094000
1347.5	10	118	417	28.5	30.0	31.5	20191121094000
1372.5	10	7	1510	28.5	30.0	31.5	20191121094500
1372.5	10	19	120	28.5	30.0	31.5	20191121094500
1372.5	10	75	35	28.5	30.0	31.5	20191121094500
1372.5	10	118	397	28.5	30.0	31.5	20191121094500
1395.0	8	7	1165	28.5	30.0	31.5	20191121095000
1395.0	8	19	96	28.5	30.0	31.5	20191121095000
1395.0	8	75	28	28.5	30.0	31.5	20191121095000
1395.0	8	118	302	28.5	30.0	31.5	20191121095000
1417.5	10	7	1402	28.5	30.0	31.5	20191121095500
1417.5	10	19	120	28.5	30.0	31.5	20191121095500
1417.5	10	75	35	28.5	30.0	31.5	20191121095500
1417.5	10	118	350	28.5	30.0	31.5	20191121095500
1442.5	10	7	1342	28.5	30.0	31.5	20191121100000
1442.5	10	19	120	28.5	30.0	31.5	20191121100000
1442.5	10	75	35	28.5	30.0	31.5	20191121100000
1442.5	10	118	313	28.5	30.0	31.5	20191121100000
1467.5	10	7	1282	28.5	30.0	31.5	20191121100500
1467.5	10	19	120	28.5	30.0	31.5	20191121100500
1467.5	10	75	35	28.5	30.0	31.5	20191121100500
1467.5	10	118	259	28.5	30.0	31.5	20191121100500
1490.0	8	7	982	28.5	30.0	31.5	20191121101000
1490.0	8	19	96	28.5	30.0	31.5	20191121101000
1490.0	8	75	28	28.5	30.0	31.5	20191121101000
1490.0	8	118	140	28.5	30.0	31.5	20191121101000
