depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3	datetime
62	1	12	188	28.5	30.0	31.5	20191121011236
62	1	19	10	28.5	30.0	31.5	20191121011236
62	1	30	8	28.5	30.0	31.5	20191121011236
62	1	75	23	28.5	30.0	31.5	20191121011236
62	1	118	56	28.5	30.0	31.5	20191121011236
67	1	7	387	28.5	30.0	31.5	20191121011339
67	1	12	187	28.5	30.0	31.5	20191121011339
67	1	19	10	28.5	30.0	31.5	20191121011339
67	1	30	7	28.5	30.0	31.5	20191121011339
67	1	75	23	28.5	30.0	31.5	20191121011339
67	1	118	56	28.5	30.0	31.5	20191121011339
72	1	7	386	28.5	30.0	31.5	20191121011442
72	1	12	186	28.5	30.0	31.5	20191121011442
72	1	19	10	28.5	30.0	31.5	20191121011442
72	1	30	6	28.5	30.0	31.5	20191121011442
72	1	75	22	28.5	30.0	31.5	20191121011442
72	1	118	56	28.5	30.0	31.5	20191121011442
77	1	7	385	28.5	30.0	31.5	20191121011545
77	1	12	185	28.5	30.0	31.5	20191121011545
77	1	19	10	28.5	30.0	31.5	20191121011545
77	1	30	5	28.5	30.0	31.5	20191121011545
77	1	75	22	28.5	30.0	31.5	20191121011545
77	1	118	56	28.5	30.0	31.5	20191121011545
82	1	7	384	28.5	30.0	31.5	20191121011648
82	1	12	184	28.5	30.0	31.5	20191121011648
82	1	19	10	28.5	30.0	31.5	20191121011648
82	1	30	4	28.5	30.0	31.5	20191121011648
82	1	75	21	28.5	30.0	31.5	20191121011648
82	1	118	56	28.5	30.0	31.5	20191121011648
87	1	7	383	28.5	30.0	31.5	20191121011751
87	1	12	183	28.5	30.0	31.5	20191121011751
87	1	19	10	28.5	30.0	31.5	20191121011751
87	1	30	3	28.5	30.0	31.5	20191121011751
87	1	75	21	28.5	30.0	31.5	20191121011751
87	1	118	56	28.5	30.0	31.5	20191121011751
92	1	7	382	28.5	30.0	31.5	20191121011854
92	1	12	182	28.5	30.0	31.5	20191121011854
92	1	19	10	28.5	30.0	31.5	20191121011854
92	1	30	2	29.75	30.0	30.25	20191121011854
92	1	75	20	28.5	30.0	31.5	20191121011854
92	1	118	56	28.5	30.0	31.5	20191121011854
97	1	7	381	28.5	30.0	31.5	20191121011957
97	1	12	181	28.5	30.0	31.5	20191121011957
97	1	19	10	28.5	30.0	31.5	20191121011957
97	1	30	1	29.75	30.0	30.25	20191121011957
97	1	75	20	28.5	30.0	31.5	20191121011957
97	1	118	56	28.5	30.0	31.5	20191121011957
102	1	7	380	28.5	30.0	31.5	20191121012100
102	1	12	180	28.5	30.0	31.5	20191121012100
102	1	19	10	28.5	30.0	31.5	20191121012100
102	1	75	20	28.5	30.0	31.5	20191121012100
102	1	118	56	28.5	30.0	31.5	20191121012100
107	1	7	379	28.5	30.0	31.5	20191121012203
107	1	12	179	28.5	30.0	31.5	20191121012203
107	1	19	10	28.5	30.0	31.5	20191121012203
107	1	75	19	28.5	30.0	31.5	20191121012203
107	1	118	56	28.5	30.0	31.5	20191121012203
112	1	7	378	28.5	30.0	31.5	20191121012306
112	1	12	178	28.5	30.0	31.5	20191121012306
112	1	19	10	28.5	30.0	31.5	20191121012306
112	1	75	19	28.5	30.0	31.5	20191121012306
112	1	118	56	28.5	30.0	31.5	20191121012306
117	1	7	377	28.5	30.0	31.5	20191121012409
117	1	12	177	28.5	30.0	31.5	20191121012409
117	1	19	10	28.5	30.0	31.5	20191121012409
117	1	75	18	28.5	30.0	31.5	20191121012409
117	1	118	56	28.5	30.0	31.5	20191121012409
122	1	7	376	28.5	30.0	31.5	20191121012512
122	1	12	176	28.5	30.0	31.5	20191121012512
122	1	19	10	28.5	30.0	31.5	20191121012512
122	1	75	18	28.5	30.0	31.5	20191121012512
122	1	118	56	28.5	30.0	31.5	20191121012512
127	1	7	375	28.5	30.0	31.5	20191121012615
127	1	12	175	28.5	30.0	31.5	20191121012615
127	1	19	10	28.5	30.0	31.5	20191121012615
127	1	75	18	28.5	30.0	31.5	20191121012615
127	1	118	56	28.5	30.0	31.5	20191121012615
132	1	7	374	28.5	30.0	31.5	20191121012718
132	1	12	174	28.5	30.0	31.5	20191121012718
132	1	19	10	28.5	30.0	31.5	20191121012718
132	1	75	17	28.5	30.0	31.5	20191121012718
132	1	118	56	28.5	30.0	31.5	20191121012718
137	1	7	373	28.5	30.0	31.5	20191121012821
137	1	12	173	28.5	30.0	31.5	20191121012821
137	1	19	10	28.5	30.0	31.5	20191121012821
137	1	75	17	28.5	30.0	31.5	20191121012821
137	1	118	56	28.5	30.0	31.5	20191121012821
142	1	7	372	28.5	30.0	31.5	20191121012924
142	1	12	172	28.5	30.0	31.5	20191121012924
142	1	19	10	28.5	30.0	31.5	20191121012924
142	1	75	17	28.5	30.0	31.5	20191121012924
142	1	118	56	28.5	30.0	31.5	20191121012924
147	1	7	371	28.5	30.0	31.5	20191121013027
147	1	12	171	28.5	30.0	31.5	20191121013027
147	1	19	10	28.5	30.0	31.5	20191121013027
147	1	75	16	28.5	30.0	31.5	20191121013027
147	1	118	56	28.5	30.0	31.5	20191121013027
152	1	7	370	28.5	30.0	31.5	20191121013130
152	1	12	170	28.5	30.0	31.5	20191121013130
152	1	19	10	28.5	30.0	31.5	20191121013130
152	1	75	16	28.5	30.0	31.5	20191121013130
152	1	118	56	28.5	30.0	31.5	20191121013130
157	1	7	369	28.5	30.0	31.5	20191121013233
157	1	12	169	28.5	30.0	31.5	20191121013233
157	1	19	10	28.5	30.0	31.5	20191121013233
157	1	75	16	28.5	30.0	31.5	20191121013233
157	1	118	56	28.5	30.0	31.5	20191121013233
162	1	7	368	28.5	30.0	31.5	20191121013336
162	1	12	168	28.5	30.0	31.5	20191121013336
162	1	19	10	28.5	30.0	31.5	20191121013336
162	1	75	16	28.5	30.0	31.5	20191121013336
162	1	118	55	28.5	30.0	31.5	20191121013336
167	1	7	367	28.5	30.0	31.5	20191121013439
167	1	12	167	28.5	30.0	31.5	20191121013439
167	1	19	10	28.5	30.0	31.5	20191121013439
167	1	75	15	28.5	30.0	31.5	20191121013439
167	1	118	55	28.5	30.0	31.5	20191121013439
172	1	7	366	28.5	30.0	31.5	20191121013542
172	1	12	166	28.5	30.0	31.5	20191121013542
172	1	19	10	28.5	30.0	31.5	20191121013542
172	1	75	15	28.5	30.0	31.5	20191121013542
172	1	118	55	28.5	30.0	31.5	20191121013542
177	1	7	365	28.5	30.0	31.5	20191121013645
177	1	12	165	28.5	30.0	31.5	20191121013645
177	1	19	10	28.5	30.0	31.5	20191121013645
177	1	75	15	28.5	30.0	31.5	20191121013645
177	1	118	55	28.5	30.0	31.5	20191121013645
182	1	7	364	28.5	30.0	31.5	20191121013748
182	1	12	164	28.5	30.0	31.5	20191121013748
182	1	19	10	28.5	30.0	31.5	20191121013748
182	1	75	15	28.5	30.0	31.5	20191121013748
182	1	118	55	28.5	30.0	31.5	20191121013748
187	1	7	363	28.5	30.0	31.5	20191121013851
187	1	12	163	28.5	30.0	31.5	20191121013851
187	1	19	10	28.5	30.0	31.5	20191121013851
187	1	75	14	28.5	30.0	31.5	20191121013851
187	1	118	55	28.5	30.0	31.5	20191121013851
192	1	7	362	28.5	30.0	31.5	20191121013954
192	1	12	162	28.5	30.0	31.5	20191121013954
192	1	19	10	28.5	30.0	31.5	20191121013954
192	1	75	14	28.5	30.0	31.5	20191121013954
192	1	118	55	28.5	30.0	31.5	20191121013954
197	1	7	361	28.5	30.0	31.5	20191121014057
197	1	12	161	28.5	30.0	31.5	20191121014057
197	1	19	10	28.5	30.0	31.5	20191121014057
197	1	75	14	28.5	30.0	31.5	20191121014057
197	1	118	55	28.5	30.0	31.5	20191121014057
202	1	7	360	28.5	30.0	31.5	20191121014200
202	1	12	160	28.5	30.0	31.5	20191121014200
202	1	19	10	28.5	30.0	31.5	20191121014200
202	1	30	15	28.5	30.0	31.5	20191121014200
202	1	75	14	28.5	30.0	31.5	20191121014200
202	1	118	55	28.5	30.0	31.5	20191121014200
207	1	7	359	28.5	30.0	31.5	20191121014303
207	1	12	159	28.5	30.0	31.5	20191121014303
207	1	19	10	28.5	30.0	31.5	20191121014303
207	1	75	14	28.5	30.0	31.5	20191121014303
207	1	118	55	28.5	30.0	31.5	20191121014303
212	1	7	358	28.5	30.0	31.5	20191121014406
212	1	12	158	28.5	30.0	31.5	20191121014406
212	1	19	10	28.5	30.0	31.5	20191121014406
212	1	75	13	28.5	30.0	31.5	20191121014406
212	1	118	55	28.5	30.0	31.5	20191121014406
217	1	7	357	28.5	30.0	31.5	20191121014509
217	1	12	157	28.5	30.0	31.5	20191121014509
217	1	19	10	28.5	30.0	31.5	20191121014509
217	1	75	13	28.5	30.0	31.5	20191121014509
217	1	118	55	28.5	30.0	31.5	20191121014509
222	1	7	356	28.5	30.0	31.5	20191121014612
222	1	12	156	28.5	30.0	31.5	20191121014612
222	1	19	10	28.5	30.0	31.5	20191121014612
222	1	75	13	28.5	30.0	31.5	20191121014612
222	1	118	55	28.5	30.0	31.5	20191121014612
227	1	7	355	28.5	30.0	31.5	20191121014715
227	1	12	155	28.5	30.0	31.5	20191121014715
227	1	19	10	28.5	30.0	31.5	20191121014715
227	1	75	13	28.5	30.0	31.5	20191121014715
227	1	118	55	28.5	30.0	31.5	20191121014715
232	1	7	354	28.5	30.0	31.5	20191121014818
232	1	12	154	28.5	30.0	31.5	20191121014818
232	1	19	10	28.5	30.0	31.5	20191121014818
232	1	75	13	28.5	30.0	31.5	20191121014818
232	1	118	55	28.5	30.0	31.5	20191121014818
237	1	7	353	28.5	30.0	31.5	20191121014921
237	1	12	153	28.5	30.0	31.5	20191121014921
237	1	19	10	28.5	30.0	31.5	20191121014921
237	1	75	12	28.5	30.0	31.5	20191121014921
237	1	118	55	28.5	30.0	31.5	20191121014921
242	1	7	352	28.5	30.0	31.5	20191121015024
242	1	12	152	28.5	30.0	31.5	20191121015024
242	1	19	10	28.5	30.0	31.5	20191121015024
242	1	75	12	28.5	30.0	31.5	20191121015024
242	1	118	55	28.5	30.0	31.5	20191121015024
247	1	7	351	28.5	30.0	31.5	20191121015127
247	1	12	151	28.5	30.0	31.5	20191121015127
247	1	19	10	28.5	30.0	31.5	20191121015127
247	1	75	12	28.5	30.0	31.5	20191121015127
247	1	118	55	28.5	30.0	31.5	20191121015127
252	1	7	350	28.5	30.0	31.5	20191121015230
252	1	12	150	28.5	30.0	31.5	20191121015230
252	1	19	10	28.5	30.0	31.5	20191121015230
252	1	75	12	28.5	30.0	31.5	20191121015230
252	1	118	55	28.5	30.0	31.5	20191121015230
257	1	7	349	28.5	30.0	31.5	20191121015333
257	1	12	149	28.5	30.0	31.5	20191121015333
257	1	19	10	28.5	30.0	31.5	20191121015333
257	1	75	12	28.5	30.0	31.5	20191121015333
257	1	118	55	28.5	30.0	31.5	20191121015333
262	1	7	348	28.5	30.0	31.5	20191121015436
262	1	12	148	28.5	30.0	31.5	20191121015436
262	1	19	10	28.5	30.0	31.5	20191121015436
262	1	75	12	28.5	30.0	31.5	20191121015436
262	1	118	55	28.5	30.0	31.5	20191121015436
267	1	7	347	28.5	30.0	31.5	20191121015539
267	1	12	147	28.5	30.0	31.5	20191121015539
267	1	19	10	28.5	30.0	31.5	20191121015539
267	1	75	12	28.5	30.0	31.5	20191121015539
267	1	118	55	28.5	30.0	31.5	20191121015539
272	1	7	346	28.5	30.0	31.5	20191121015642
272	1	12	146	28.5	30.0	31.5	20191121015642
272	1	19	10	28.5	30.0	31.5	20191121015642
272	1	75	11	28.5	30.0	31.5	20191121015642
272	1	118	55	28.5	30.0	31.5	20191121015642
277	1	7	345	28.5	30.0	31.5	20191121015745
277	1	12	145	28.5	30.0	31.5	20191121015745
277	1	19	10	28.5	30.0	31.5	20191121015745
277	1	75	11	28.5	30.0	31.5	20191121015745
277	1	118	55	28.5	30.0	31.5	20191121015745
282	1	7	344	28.5	30.0	31.5	20191121015848
282	1	12	144	28.5	30.0	31.5	20191121015848
282	1	19	10	28.5	30.0	31.5	20191121015848
282	1	75	11	28.5	30.0	31.5	20191121015848
282	1	118	55	28.5	30.0	31.5	20191121015848
287	1	7	343	28.5	30.0	31.5	20191121015951
287	1	12	143	28.5	30.0	31.5	20191121015951
287	1	19	10	28.5	30.0	31.5	20191121015951
287	1	75	11	28.5	30.0	31.5	20191121015951
287	1	118	55	28.5	30.0	31.5	20191121015951
292	1	7	342	28.5	30.0	31.5	20191121020054
292	1	12	142	28.5	30.0	31.5	20191121020054
292	1	19	10	28.5	30.0	31.5	20191121020054
292	1	75	11	28.5	30.0	31.5	20191121020054
292	1	118	54	28.5	30.0	31.5	20191121020054
297	1	7	341	28.5	30.0	31.5	20191121020157
297	1	12	141	28.5	30.0	31.5	20191121020157
297	1	19	10	28.5	30.0	31.5	20191121020157
297	1	75	11	28.5	30.0	31.5	20191121020157
297	1	118	54	28.5	30.0	31.5	20191121020157
302	1	7	340	28.5	30.0	31.5	20191121020300
302	1	12	140	28.5	30.0	31.5	20191121020300
302	1	19	10	28.5	30.0	31.5	20191121020300
302	1	75	11	28.5	30.0	31.5	20191121020300
302	1	118	54	28.5	30.0	31.5	20191121020300
307	1	7	339	28.5	30.0	31.5	20191121020403
307	1	12	139	28.5	30.0	31.5	20191121020403
307	1	19	10	28.5	30.0	31.5	20191121020403
307	1	75	10	28.5	30.0	31.5	20191121020403
307	1	118	54	28.5	30.0	31.5	20191121020403
312	1	7	338	28.5	30.0	31.5	20191121020506
312	1	12	138	28.5	30.0	31.5	20191121020506
312	1	19	10	28.5	30.0	31.5	20191121020506
312	1	75	10	28.5	30.0	31.5	20191121020506
312	1	118	54	28.5	30.0	31.5	20191121020506
317	1	7	337	28.5	30.0	31.5	20191121020609
317	1	12	137	28.5	30.0	31.5	20191121020609
317	1	19	10	28.5	30.0	31.5	20191121020609
317	1	75	10	28.5	30.0	31.5	20191121020609
317	1	118	54	28.5	30.0	31.5	20191121020609
322	1	7	336	28.5	30.0	31.5	20191121020712
322	1	12	136	28.5	30.0	31.5	20191121020712
322	1	19	10	28.5	30.0	31.5	20191121020712
322	1	75	10	28.5	30.0	31.5	20191121020712
322	1	118	54	28.5	30.0	31.5	20191121020712
327	1	7	335	28.5	30.0	31.5	20191121020815
327	1	12	135	28.5	30.0	31.5	20191121020815
327	1	19	10	28.5	30.0	31.5	20191121020815
327	1	75	10	28.5	30.0	31.5	20191121020815
327	1	118	54	28.5	30.0	31.5	20191121020815
332	1	7	334	28.5	30.0	31.5	20191121020918
332	1	12	134	28.5	30.0	31.5	20191121020918
332	1	19	10	28.5	30.0	31.5	20191121020918
332	1	75	10	28.5	30.0	31.5	20191121020918
332	1	118	54	28.5	30.0	31.5	20191121020918
337	1	7	333	28.5	30.0	31.5	20191121021021
337	1	12	133	28.5	30.0	31.5	20191121021021
337	1	19	10	28.5	30.0	31.5	20191121021021
337	1	75	10	28.5	30.0	31.5	20191121021021
337	1	118	54	28.5	30.0	31.5	20191121021021
342	1	7	332	28.5	30.0	31.5	20191121021124
342	1	12	132	28.5	30.0	31.5	20191121021124
342	1	19	10	28.5	30.0	31.5	20191121021124
342	1	75	10	28.5	30.0	31.5	20191121021124
342	1	118	54	28.5	30.0	31.5	20191121021124
347	1	7	331	28.5	30.0	31.5	20191121021227
347	1	12	131	28.5	30.0	31.5	20191121021227
347	1	19	10	28.5	30.0	31.5	20191121021227
347	1	75	10	28.5	30.0	31.5	20191121021227
347	1	118	54	28.5	30.0	31.5	20191121021227
352	1	7	330	28.5	30.0	31.5	20191121021330
352	1	12	130	28.5	30.0	31.5	20191121021330
352	1	19	10	28.5	30.0	31.5	20191121021330
352	1	75	10	28.5	30.0	31.5	20191121021330
352	1	118	54	28.5	30.0	31.5	20191121021330
357	1	7	329	28.5	30.0	31.5	20191121021433
357	1	12	129	28.5	30.0	31.5	20191121021433
357	1	19	10	28.5	30.0	31.5	20191121021433
357	1	75	9	28.5	30.0	31.5	20191121021433
357	1	118	54	28.5	30.0	31.5	20191121021433
362	1	7	328	28.5	30.0	31.5	20191121021536
362	1	12	128	28.5	30.0	31.5	20191121021536
362	1	19	10	28.5	30.0	31.5	20191121021536
362	1	75	9	28.5	30.0	31.5	20191121021536
362	1	118	54	28.5	30.0	31.5	20191121021536
367	1	7	327	28.5	30.0	31.5	20191121021639
367	1	12	127	28.5	30.0	31.5	20191121021639
367	1	19	10	28.5	30.0	31.5	20191121021639
367	1	75	9	28.5	30.0	31.5	20191121021639
367	1	118	54	28.5	30.0	31.5	20191121021639
372	1	7	326	28.5	30.0	31.5	20191121021742
372	1	12	126	28.5	30.0	31.5	20191121021742
372	1	19	10	28.5	30.0	31.5	20191121021742
372	1	75	9	28.5	30.0	31.5	20191121021742
372	1	118	54	28.5	30.0	31.5	20191121021742
377	1	7	325	28.5	30.0	31.5	20191121021845
377	1	12	125	28.5	30.0	31.5	20191121021845
377	1	19	10	28.5	30.0	31.5	20191121021845
377	1	75	9	28.5	30.0	31.5	20191121021845
377	1	118	54	28.5	30.0	31.5	20191121021845
382	1	7	324	28.5	30.0	31.5	20191121021948
382	1	12	124	28.5	30.0	31.5	20191121021948
382	1	19	10	28.5	30.0	31.5	20191121021948
382	1	75	9	28.5	30.0	31.5	20191121021948
382	1	118	54	28.5	30.0	31.5	20191121021948
387	1	7	323	28.5	30.0	31.5	20191121022051
387	1	12	123	28.5	30.0	31.5	20191121022051
387	1	19	10	28.5	30.0	31.5	20191121022051
387	1	75	9	28.5	30.0	31.5	20191121022051
387	1	118	54	28.5	30.0	31.5	20191121022051
392	1	7	322	28.5	30.0	31.5	20191121022154
392	1	12	122	28.5	30.0	31.5	20191121022154
392	1	19	10	28.5	30.0	31.5	20191121022154
392	1	75	9	28.5	30.0	31.5	20191121022154
392	1	118	54	28.5	30.0	31.5	20191121022154
397	1	7	321	28.5	30.0	31.5	20191121022257
397	1	12	121	28.5	30.0	31.5	20191121022257
397	1	19	10	28.5	30.0	31.5	20191121022257
397	1	75	9	28.5	30.0	31.5	20191121022257
397	1	118	54	28.5	30.0	31.5	20191121022257
402	1	7	320	28.5	30.0	31.5	20191121022400
402	1	12	120	28.5	30.0	31.5	20191121022400
402	1	19	10	28.5	30.0	31.5	20191121022400
402	1	75	9	28.5	30.0	31.5	20191121022400
402	1	118	54	28.5	30.0	31.5	20191121022400
407	1	7	319	28.5	30.0	31.5	20191121022503
407	1	12	119	28.5	30.0	31.5	20191121022503
407	1	19	10	28.5	30.0	31.5	20191121022503
407	1	75	9	28.5	30.0	31.5	20191121022503
407	1	118	53	28.5	30.0	31.5	20191121022503
412	1	7	318	28.5	30.0	31.5	20191121022606
412	1	12	118	28.5	30.0	31.5	20191121022606
412	1	19	10	28.5	30.0	31.5	20191121022606
412	1	75	8	28.5	30.0	31.5	20191121022606
412	1	118	53	28.5	30.0	31.5	20191121022606
417	1	7	317	28.5	30.0	31.5	20191121022709
417	1	12	117	28.5	30.0	31.5	20191121022709
417	1	19	10	28.5	30.0	31.5	20191121022709
417	1	75	8	28.5	30.0	31.5	20191121022709
417	1	118	53	28.5	30.0	31.5	20191121022709
422	1	7	316	28.5	30.0	31.5	20191121022812
422	1	12	116	28.5	30.0	31.5	20191121022812
422	1	19	10	28.5	30.0	31.5	20191121022812
422	1	75	8	28.5	30.0	31.5	20191121022812
422	1	118	53	28.5	30.0	31.5	20191121022812
427	1	7	315	28.5	30.0	31.5	20191121022915
427	1	12	115	28.5	30.0	31.5	20191121022915
427	1	19	10	28.5	30.0	31.5	20191121022915
427	1	75	8	28.5	30.0	31.5	20191121022915
427	1	118	53	28.5	30.0	31.5	20191121022915
432	1	7	314	28.5	30.0	31.5	20191121023018
432	1	12	114	28.5	30.0	31.5	20191121023018
432	1	19	10	28.5	30.0	31.5	20191121023018
432	1	75	8	28.5	30.0	31.5	20191121023018
432	1	118	53	28.5	30.0	31.5	20191121023018
437	1	7	313	28.5	30.0	31.5	20191121023121
437	1	12	113	28.5	30.0	31.5	20191121023121
437	1	19	10	28.5	30.0	31.5	20191121023121
437	1	75	8	28.5	30.0	31.5	20191121023121
437	1	118	53	28.5	30.0	31.5	20191121023121
442	1	7	312	28.5	30.0	31.5	20191121023224
442	1	12	112	28.5	30.0	31.5	20191121023224
442	1	19	10	28.5	30.0	31.5	20191121023224
442	1	75	8	28.5	30.0	31.5	20191121023224
442	1	118	53	28.5	30.0	31.5	20191121023224
447	1	7	311	28.5	30.0	31.5	20191121023327
447	1	12	111	28.5	30.0	31.5	20191121023327
447	1	19	10	28.5	30.0	31.5	20191121023327
447	1	75	8	28.5	30.0	31.5	20191121023327
447	1	118	53	28.5	30.0	31.5	20191121023327
452	1	7	310	28.5	30.0	31.5	20191121023430
452	1	12	110	28.5	30.0	31.5	20191121023430
452	1	19	10	28.5	30.0	31.5	20191121023430
452	1	75	8	28.5	30.0	31.5	20191121023430
452	1	118	53	28.5	30.0	31.5	20191121023430
457	1	7	309	28.5	30.0	31.5	20191121023533
457	1	12	109	28.5	30.0	31.5	20191121023533
457	1	19	10	28.5	30.0	31.5	20191121023533
457	1	75	8	28.5	30.0	31.5	20191121023533
457	1	118	53	28.5	30.0	31.5	20191121023533
462	1	7	308	28.5	30.0	31.5	20191121023636
462	1	12	108	28.5	30.0	31.5	20191121023636
462	1	19	10	28.5	30.0	31.5	20191121023636
462	1	75	8	28.5	30.0	31.5	20191121023636
462	1	118	53	28.5	30.0	31.5	20191121023636
467	1	7	307	28.5	30.0	31.5	20191121023739
467	1	12	107	28.5	30.0	31.5	20191121023739
467	1	19	10	28.5	30.0	31.5	20191121023739
467	1	75	8	28.5	30.0	31.5	20191121023739
467	1	118	53	28.5	30.0	31.5	20191121023739
472	1	7	306	28.5	30.0	31.5	20191121023842
472	1	12	106	28.5	30.0	31.5	20191121023842
472	1	19	10	28.5	30.0	31.5	20191121023842
472	1	75	8	28.5	30.0	31.5	20191121023842
472	1	118	53	28.5	30.0	31.5	20191121023842
477	1	7	305	28.5	30.0	31.5	20191121023945
477	1	12	105	28.5	30.0	31.5	20191121023945
477	1	19	10	28.5	30.0	31.5	20191121023945
477	1	75	8	28.5	30.0	31.5	20191121023945
477	1	118	53	28.5	30.0	31.5	20191121023945
482	1	7	304	28.5	30.0	31.5	20191121024048
482	1	12	104	28.5	30.0	31.5	20191121024048
482	1	19	10	28.5	30.0	31.5	20191121024048
482	1	75	7	28.5	30.0	31.5	20191121024048
482	1	118	53	28.5	30.0	31.5	20191121024048
487	1	7	303	28.5	30.0	31.5	20191121024151
487	1	12	103	28.5	30.0	31.5	20191121024151
487	1	19	10	28.5	30.0	31.5	20191121024151
487	1	75	7	28.5	30.0	31.5	20191121024151
487	1	118	53	28.5	30.0	31.5	20191121024151
492	1	7	302	28.5	30.0	31.5	20191121024254
492	1	12	102	28.5	30.0	31.5	20191121024254
492	1	19	10	28.5	30.0	31.5	20191121024254
492	1	75	7	28.5	30.0	31.5	20191121024254
492	1	118	53	28.5	30.0	31.5	20191121024254
497	1	7	301	28.5	30.0	31.5	20191121024357
497	1	12	101	28.5	30.0	31.5	20191121024357
497	1	19	10	28.5	30.0	31.5	20191121024357
497	1	75	7	28.5	30.0	31.5	20191121024357
497	1	118	53	28.5	30.0	31.5	20191121024357
502	1	7	300	28.5	30.0	31.5	20191121024500
502	1	12	100	28.5	30.0	31.5	20191121024500
502	1	19	10	28.5	30.0	31.5	20191121024500
502	1	75	7	28.5	30.0	31.5	20191121024500
502	1	118	53	28.5	30.0	31.5	20191121024500
507	1	7	299	28.5	30.0	31.5	20191121024603
507	1	12	99	28.5	30.0	31.5	20191121024603
507	1	19	10	28.5	30.0	31.5	20191121024603
507	1	75	7	28.5	30.0	31.5	20191121024603
507	1	118	53	28.5	30.0	31.5	20191121024603
512	1	7	298	28.5	30.0	31.5	20191121024706
512	1	12	98	28.5	30.0	31.5	20191121024706
512	1	19	10	28.5	30.0	31.5	20191121024706
512	1	75	7	28.5	30.0	31.5	20191121024706
