depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3	datetime
47	3	7	938	28.5	30.0	31.5	20191121030928
47	3	12	458	28.5	30.0	31.5	20191121030928
47	3	19	24	28.5	30.0	31.5	20191121030928
47	3	30	26	28.5	30.0	31.5	20191121030928
47	3	75	61	28.5	30.0	31.5	20191121030928
47	3	118	136	28.5	30.0	31.5	20191121030928
52	3	7	936	28.5	30.0	31.5	20191121031031
52	3	12	456	28.5	30.0	31.5	20191121031031
52	3	19	24	28.5	30.0	31.5	20191121031031
52	3	30	24	28.5	30.0	31.5	20191121031031
52	3	75	60	28.5	30.0	31.5	20191121031031
52	3	118	136	28.5	30.0	31.5	20191121031031
57	3	7	933	28.5	30.0	31.5	20191121031134
57	3	12	453	28.5	30.0	31.5	20191121031134
57	3	19	24	28.5	30.0	31.5	20191121031134
57	3	30	21	28.5	30.0	31.5	20191121031134
57	3	75	58	28.5	30.0	31.5	20191121031134
57	3	118	136	28.5	30.0	31.5	20191121031134
62	3	7	931	28.5	30.0	31.5	20191121031237
62	3	12	451	28.5	30.0	31.5	20191121031237
62	3	19	24	28.5	30.0	31.5	20191121031237
62	3	30	19	28.5	30.0	31.5	20191121031237
62	3	75	57	28.5	30.0	31.5	20191121031237
62	3	118	136	28.5	30.0	31.5	20191121031237
67	3	7	928	28.5	30.0	31.5	20191121031340
67	3	12	448	28.5	30.0	31.5	20191121031340
67	3	19	24	28.5	30.0	31.5	20191121031340
67	3	30	16	28.5	30.0	31.5	20191121031340
67	3	75	55	28.5	30.0	31.5	20191121031340
67	3	118	135	28.5	30.0	31.5	20191121031340
72	3	7	926	28.5	30.0	31.5	20191121031443
72	3	12	446	28.5	30.0	31.5	20191121031443
72	3	19	24	28.5	30.0	31.5	20191121031443
72	3	30	14	28.5	30.0	31.5	20191121031443
72	3	75	54	28.5	30.0	31.5	20191121031443
72	3	118	135	28.5	30.0	31.5	20191121031443
77	3	7	924	28.5	30.0	31.5	20191121031546
77	3	12	444	28.5	30.0	31.5	20191121031546
77	3	19	24	28.5	30.0	31.5	20191121031546
77	3	30	12	28.5	30.0	31.5	20191121031546
77	3	75	53	28.5	30.0	31.5	20191121031546
77	3	118	135	28.5	30.0	31.5	20191121031546
82	3	7	921	28.5	30.0	31.5	20191121031649
82	3	12	441	28.5	30.0	31.5	20191121031649
82	3	19	24	28.5	30.0	31.5	20191121031649
82	3	30	9	28.5	30.0	31.5	20191121031649
82	3	75	52	28.5	30.0	31.5	20191121031649
82	3	118	135	28.5	30.0	31.5	20191121031649
87	3	7	919	28.5	30.0	31.5	20191121031752
87	3	12	439	28.5	30.0	31.5	20191121031752
87	3	19	24	28.5	30.0	31.5	20191121031752
87	3	30	7	28.5	30.0	31.5	20191121031752
87	3	75	51	28.5	30.0	31.5	20191121031752
87	3	118	135	28.5	30.0	31.5	20191121031752
92	3	7	916	28.5	30.0	31.5	20191121031855
92	3	12	436	28.5	30.0	31.5	20191121031855
92	3	19	24	28.5	30.0	31.5	20191121031855
92	3	30	4	29.75	30.0	30.25	20191121031855
92	3	75	49	28.5	30.0	31.5	20191121031855
92	3	118	135	28.5	30.0	31.5	20191121031855
97	3	7	914	28.5	30.0	31.5	20191121031958
97	3	12	434	28.5	30.0	31.5	20191121031958
97	3	19	24	28.5	30.0	31.5	20191121031958
97	3	30	2	29.75	30.0	30.25	20191121031958
97	3	75	48	28.5	30.0	31.5	20191121031958
97	3	118	135	28.5	30.0	31.5	20191121031958
102	3	7	912	28.5	30.0	31.5	20191121032101
102	3	12	432	28.5	30.0	31.5	20191121032101
102	3	19	24	28.5	30.0	31.5	20191121032101
102	3	75	48	28.5	30.0	31.5	20191121032101
102	3	118	135	28.5	30.0	31.5	20191121032101
107	3	7	909	28.5	30.0	31.5	20191121032204
107	3	12	429	28.5	30.0	31.5	20191121032204
107	3	19	24	28.5	30.0	31.5	20191121032204
107	3	75	47	28.5	30.0	31.5	20191121032204
107	3	118	135	28.5	30.0	31.5	20191121032204
112	3	7	907	28.5	30.0	31.5	20191121032307
112	3	12	427	28.5	30.0	31.5	20191121032307
112	3	19	24	28.5	30.0	31.5	20191121032307
112	3	75	46	28.5	30.0	31.5	20191121032307
112	3	118	135	28.5	30.0	31.5	20191121032307
117	3	7	904	28.5	30.0	31.5	20191121032410
117	3	12	424	28.5	30.0	31.5	20191121032410
117	3	19	24	28.5	30.0	31.5	20191121032410
117	3	75	45	28.5	30.0	31.5	20191121032410
117	3	118	135	28.5	30.0	31.5	20191121032410
122	3	7	902	28.5	30.0	31.5	20191121032513
122	3	12	422	28.5	30.0	31.5	20191121032513
122	3	19	24	28.5	30.0	31.5	20191121032513
122	3	75	44	28.5	30.0	31.5	20191121032513
122	3	118	135	28.5	30.0	31.5	20191121032513
127	3	7	900	28.5	30.0	31.5	20191121032616
127	3	12	420	28.5	30.0	31.5	20191121032616
127	3	19	24	28.5	30.0	31.5	20191121032616
127	3	75	43	28.5	30.0	31.5	20191121032616
127	3	118	134	28.5	30.0	31.5	20191121032616
132	3	7	897	28.5	30.0	31.5	20191121032719
132	3	12	417	28.5	30.0	31.5	20191121032719
132	3	19	24	28.5	30.0	31.5	20191121032719
132	3	75	42	28.5	30.0	31.5	20191121032719
132	3	118	134	28.5	30.0	31.5	20191121032719
137	3	7	895	28.5	30.0	31.5	20191121032822
137	3	12	415	28.5	30.0	31.5	20191121032822
137	3	19	24	28.5	30.0	31.5	20191121032822
137	3	75	42	28.5	30.0	31.5	20191121032822
137	3	118	134	28.5	30.0	31.5	20191121032822
142	3	7	892	28.5	30.0	31.5	20191121032925
142	3	12	412	28.5	30.0	31.5	20191121032925
142	3	19	24	28.5	30.0	31.5	20191121032925
142	3	75	41	28.5	30.0	31.5	20191121032925
142	3	118	134	28.5	30.0	31.5	20191121032925
147	3	7	890	28.5	30.0	31.5	20191121033028
147	3	12	410	28.5	30.0	31.5	20191121033028
147	3	19	24	28.5	30.0	31.5	20191121033028
147	3	75	40	28.5	30.0	31.5	20191121033028
147	3	118	134	28.5	30.0	31.5	20191121033028
152	3	7	888	28.5	30.0	31.5	20191121033131
152	3	12	408	28.5	30.0	31.5	20191121033131
152	3	19	24	28.5	30.0	31.5	20191121033131
152	3	75	40	28.5	30.0	31.5	20191121033131
152	3	118	134	28.5	30.0	31.5	20191121033131
157	3	7	885	28.5	30.0	31.5	20191121033234
157	3	12	405	28.5	30.0	31.5	20191121033234
157	3	19	24	28.5	30.0	31.5	20191121033234
157	3	75	39	28.5	30.0	31.5	20191121033234
157	3	118	134	28.5	30.0	31.5	20191121033234
162	3	7	883	28.5	30.0	31.5	20191121033337
162	3	12	403	28.5	30.0	31.5	20191121033337
162	3	19	24	28.5	30.0	31.5	20191121033337
162	3	75	38	28.5	30.0	31.5	20191121033337
162	3	118	134	28.5	30.0	31.5	20191121033337
167	3	7	880	28.5	30.0	31.5	20191121033440
167	3	12	400	28.5	30.0	31.5	20191121033440
167	3	19	24	28.5	30.0	31.5	20191121033440
167	3	75	38	28.5	30.0	31.5	20191121033440
167	3	118	134	28.5	30.0	31.5	20191121033440
172	3	7	878	28.5	30.0	31.5	20191121033543
172	3	12	398	28.5	30.0	31.5	20191121033543
172	3	19	24	28.5	30.0	31.5	20191121033543
172	3	75	37	28.5	30.0	31.5	20191121033543
172	3	118	134	28.5	30.0	31.5	20191121033543
177	3	7	876	28.5	30.0	31.5	20191121033646
177	3	12	396	28.5	30.0	31.5	20191121033646
177	3	19	24	28.5	30.0	31.5	20191121033646
177	3	75	36	28.5	30.0	31.5	20191121033646
177	3	118	134	28.5	30.0	31.5	20191121033646
182	3	7	873	28.5	30.0	31.5	20191121033749
182	3	12	393	28.5	30.0	31.5	20191121033749
182	3	19	24	28.5	30.0	31.5	20191121033749
182	3	75	36	28.5	30.0	31.5	20191121033749
182	3	118	134	28.5	30.0	31.5	20191121033749
187	3	7	871	28.5	30.0	31.5	20191121033852
187	3	12	391	28.5	30.0	31.5	20191121033852
187	3	19	24	28.5	30.0	31.5	20191121033852
187	3	75	35	28.5	30.0	31.5	20191121033852
187	3	118	133	28.5	30.0	31.5	20191121033852
192	3	7	868	28.5	30.0	31.5	20191121033955
192	3	12	388	28.5	30.0	31.5	20191121033955
192	3	19	24	28.5	30.0	31.5	20191121033955
192	3	75	35	28.5	30.0	31.5	20191121033955
192	3	118	133	28.5	30.0	31.5	20191121033955
197	3	7	866	28.5	30.0	31.5	20191121034058
197	3	12	386	28.5	30.0	31.5	20191121034058
197	3	19	24	28.5	30.0	31.5	20191121034058
197	3	75	34	28.5	30.0	31.5	20191121034058
197	3	118	133	28.5	30.0	31.5	20191121034058
202	3	7	864	28.5	30.0	31.5	20191121034201
202	3	12	384	28.5	30.0	31.5	20191121034201
202	3	19	24	28.5	30.0	31.5	20191121034201
202	3	30	36	28.5	30.0	31.5	20191121034201
202	3	75	34	28.5	30.0	31.5	20191121034201
202	3	118	133	28.5	30.0	31.5	20191121034201
207	3	7	861	28.5	30.0	31.5	20191121034304
207	3	12	381	28.5	30.0	31.5	20191121034304
207	3	19	24	28.5	30.0	31.5	20191121034304
207	3	75	33	28.5	30.0	31.5	20191121034304
207	3	118	133	28.5	30.0	31.5	20191121034304
212	3	7	859	28.5	30.0	31.5	20191121034407
212	3	12	379	28.5	30.0	31.5	20191121034407
212	3	19	24	28.5	30.0	31.5	20191121034407
212	3	75	33	28.5	30.0	31.5	20191121034407
212	3	118	133	28.5	30.0	31.5	20191121034407
217	3	7	856	28.5	30.0	31.5	20191121034510
217	3	12	376	28.5	30.0	31.5	20191121034510
217	3	19	24	28.5	30.0	31.5	20191121034510
217	3	75	32	28.5	30.0	31.5	20191121034510
217	3	118	133	28.5	30.0	31.5	20191121034510
222	3	7	854	28.5	30.0	31.5	20191121034613
222	3	12	374	28.5	30.0	31.5	20191121034613
222	3	19	24	28.5	30.0	31.5	20191121034613
222	3	75	32	28.5	30.0	31.5	20191121034613
222	3	118	133	28.5	30.0	31.5	20191121034613
227	3	7	852	28.5	30.0	31.5	20191121034716
227	3	12	372	28.5	30.0	31.5	20191121034716
227	3	19	24	28.5	30.0	31.5	20191121034716
227	3	75	32	28.5	30.0	31.5	20191121034716
227	3	118	133	28.5	30.0	31.5	20191121034716
232	3	7	849	28.5	30.0	31.5	20191121034819
232	3	12	369	28.5	30.0	31.5	20191121034819
232	3	19	24	28.5	30.0	31.5	20191121034819
232	3	75	31	28.5	30.0	31.5	20191121034819
232	3	118	133	28.5	30.0	31.5	20191121034819
237	3	7	847	28.5	30.0	31.5	20191121034922
237	3	12	367	28.5	30.0	31.5	20191121034922
237	3	19	24	28.5	30.0	31.5	20191121034922
237	3	75	31	28.5	30.0	31.5	20191121034922
237	3	118	132	28.5	30.0	31.5	20191121034922
242	3	7	844	28.5	30.0	31.5	20191121035025
242	3	12	364	28.5	30.0	31.5	20191121035025
242	3	19	24	28.5	30.0	31.5	20191121035025
242	3	75	30	28.5	30.0	31.5	20191121035025
242	3	118	132	28.5	30.0	31.5	20191121035025
247	3	7	842	28.5	30.0	31.5	20191121035128
247	3	12	362	28.5	30.0	31.5	20191121035128
247	3	19	24	28.5	30.0	31.5	20191121035128
247	3	75	30	28.5	30.0	31.5	20191121035128
247	3	118	132	28.5	30.0	31.5	20191121035128
252	3	7	840	28.5	30.0	31.5	20191121035231
252	3	12	360	28.5	30.0	31.5	20191121035231
252	3	19	24	28.5	30.0	31.5	20191121035231
252	3	75	30	28.5	30.0	31.5	20191121035231
252	3	118	132	28.5	30.0	31.5	20191121035231
257	3	7	837	28.5	30.0	31.5	20191121035334
257	3	12	357	28.5	30.0	31.5	20191121035334
257	3	19	24	28.5	30.0	31.5	20191121035334
257	3	75	29	28.5	30.0	31.5	20191121035334
257	3	118	132	28.5	30.0	31.5	20191121035334
262	3	7	835	28.5	30.0	31.5	20191121035437
262	3	12	355	28.5	30.0	31.5	20191121035437
262	3	19	24	28.5	30.0	31.5	20191121035437
262	3	75	29	28.5	30.0	31.5	20191121035437
262	3	118	132	28.5	30.0	31.5	20191121035437
267	3	7	832	28.5	30.0	31.5	20191121035540
267	3	12	352	28.5	30.0	31.5	20191121035540
267	3	19	24	28.5	30.0	31.5	20191121035540
267	3	75	28	28.5	30.0	31.5	20191121035540
267	3	118	132	28.5	30.0	31.5	20191121035540
272	3	7	830	28.5	30.0	31.5	20191121035643
272	3	12	350	28.5	30.0	31.5	20191121035643
272	3	19	24	28.5	30.0	31.5	20191121035643
272	3	75	28	28.5	30.0	31.5	20191121035643
272	3	118	132	28.5	30.0	31.5	20191121035643
277	3	7	828	28.5	30.0	31.5	20191121035746
277	3	12	348	28.5	30.0	31.5	20191121035746
277	3	19	24	28.5	30.0	31.5	20191121035746
277	3	75	28	28.5	30.0	31.5	20191121035746
277	3	118	132	28.5	30.0	31.5	20191121035746
282	3	7	825	28.5	30.0	31.5	20191121035849
282	3	12	345	28.5	30.0	31.5	20191121035849
282	3	19	24	28.5	30.0	31.5	20191121035849
282	3	75	27	28.5	30.0	31.5	20191121035849
282	3	118	132	28.5	30.0	31.5	20191121035849
287	3	7	823	28.5	30.0	31.5	20191121035952
287	3	12	343	28.5	30.0	31.5	20191121035952
287	3	19	24	28.5	30.0	31.5	20191121035952
287	3	75	27	28.5	30.0	31.5	20191121035952
287	3	118	132	28.5	30.0	31.5	20191121035952
292	3	7	820	28.5	30.0	31.5	20191121040055
292	3	12	340	28.5	30.0	31.5	20191121040055
292	3	19	24	28.5	30.0	31.5	20191121040055
292	3	75	27	28.5	30.0	31.5	20191121040055
292	3	118	131	28.5	30.0	31.5	20191121040055
297	3	7	818	28.5	30.0	31.5	20191121040158
297	3	12	338	28.5	30.0	31.5	20191121040158
297	3	19	24	28.5	30.0	31.5	20191121040158
297	3	75	26	28.5	30.0	31.5	20191121040158
297	3	118	131	28.5	30.0	31.5	20191121040158
302	3	7	816	28.5	30.0	31.5	20191121040301
302	3	12	336	28.5	30.0	31.5	20191121040301
302	3	19	24	28.5	30.0	31.5	20191121040301
302	3	75	26	28.5	30.0	31.5	20191121040301
302	3	118	131	28.5	30.0	31.5	20191121040301
307	3	7	813	28.5	30.0	31.5	20191121040404
307	3	12	333	28.5	30.0	31.5	20191121040404
307	3	19	24	28.5	30.0	31.5	20191121040404
307	3	75	26	28.5	30.0	31.5	20191121040404
307	3	118	131	28.5	30.0	31.5	20191121040404
312	3	7	811	28.5	30.0	31.5	20191121040507
312	3	12	331	28.5	30.0	31.5	20191121040507
312	3	19	24	28.5	30.0	31.5	20191121040507
312	3	75	26	28.5	30.0	31.5	20191121040507
312	3	118	131	28.5	30.0	31.5	20191121040507
317	3	7	808	28.5	30.0	31.5	20191121040610
317	3	12	328	28.5	30.0	31.5	20191121040610
317	3	19	24	28.5	30.0	31.5	20191121040610
317	3	75	25	28.5	30.0	31.5	20191121040610
317	3	118	131	28.5	30.0	31.5	20191121040610
322	3	7	806	28.5	30.0	31.5	20191121040713
322	3	12	326	28.5	30.0	31.5	20191121040713
322	3	19	24	28.5	30.0	31.5	20191121040713
322	3	75	25	28.5	30.0	31.5	20191121040713
322	3	118	131	28.5	30.0	31.5	20191121040713
327	3	7	804	28.5	30.0	31.5	20191121040816
327	3	12	324	28.5	30.0	31.5	20191121040816
327	3	19	24	28.5	30.0	31.5	20191121040816
327	3	75	25	28.5	30.0	31.5	20191121040816
327	3	118	131	28.5	30.0	31.5	20191121040816
332	3	7	801	28.5	30.0	31.5	20191121040919
332	3	12	321	28.5	30.0	31.5	20191121040919
332	3	19	24	28.5	30.0	31.5	20191121040919
332	3	75	24	28.5	30.0	31.5	20191121040919
332	3	118	131	28.5	30.0	31.5	20191121040919
337	3	7	799	28.5	30.0	31.5	20191121041022
337	3	12	319	28.5	30.0	31.5	20191121041022
337	3	19	24	28.5	30.0	31.5	20191121041022
337	3	75	24	28.5	30.0	31.5	20191121041022
337	3	118	131	28.5	30.0	31.5	20191121041022
342	3	7	796	28.5	30.0	31.5	20191121041125
342	3	12	316	28.5	30.0	31.5	20191121041125
342	3	19	24	28.5	30.0	31.5	20191121041125
342	3	75	24	28.5	30.0	31.5	20191121041125
342	3	118	130	28.5	30.0	31.5	20191121041125
347	3	7	794	28.5	30.0	31.5	20191121041228
347	3	12	314	28.5	30.0	31.5	20191121041228
347	3	19	24	28.5	30.0	31.5	20191121041228
347	3	75	24	28.5	30.0	31.5	20191121041228
347	3	118	130	28.5	30.0	31.5	20191121041228
352	3	7	792	28.5	30.0	31.5	20191121041331
352	3	12	312	28.5	30.0	31.5	20191121041331
352	3	19	24	28.5	30.0	31.5	20191121041331
352	3	75	24	28.5	30.0	31.5	20191121041331
352	3	118	130	28.5	30.0	31.5	20191121041331
357	3	7	789	28.5	30.0	31.5	20191121041434
357	3	12	309	28.5	30.0	31.5	20191121041434
357	3	19	24	28.5	30.0	31.5	20191121041434
357	3	75	23	28.5	30.0	31.5	20191121041434
357	3	118	130	28.5	30.0	31.5	20191121041434
362	3	7	787	28.5	30.0	31.5	20191121041537
362	3	12	307	28.5	30.0	31.5	20191121041537
362	3	19	24	28.5	30.0	31.5	20191121041537
362	3	75	23	28.5	30.0	31.5	20191121041537
362	3	118	130	28.5	30.0	31.5	20191121041537
367	3	7	784	28.5	30.0	31.5	20191121041640
367	3	12	304	28.5	30.0	31.5	20191121041640
367	3	19	24	28.5	30.0	31.5	20191121041640
367	3	75	23	28.5	30.0	31.5	20191121041640
367	3	118	130	28.5	30.0	31.5	20191121041640
372	3	7	782	28.5	30.0	31.5	20191121041743
372	3	12	302	28.5	30.0	31.5	20191121041743
372	3	19	24	28.5	30.0	31.5	20191121041743
372	3	75	23	28.5	30.0	31.5	20191121041743
372	3	118	130	28.5	30.0	31.5	20191121041743
377	3	7	780	28.5	30.0	31.5	20191121041846
377	3	12	300	28.5	30.0	31.5	20191121041846
377	3	19	24	28.5	30.0	31.5	20191121041846
377	3	75	22	28.5	30.0	31.5	20191121041846
377	3	118	130	28.5	30.0	31.5	20191121041846
382	3	7	777	28.5	30.0	31.5	20191121041949
382	3	12	297	28.5	30.0	31.5	20191121041949
382	3	19	24	28.5	30.0	31.5	20191121041949
382	3	75	22	28.5	30.0	31.5	20191121041949
382	3	118	130	28.5	30.0	31.5	20191121041949
387	3	7	775	28.5	30.0	31.5	20191121042052
387	3	12	295	28.5	30.0	31.5	20191121042052
387	3	19	24	28.5	30.0	31.5	20191121042052
387	3	75	22	28.5	30.0	31.5	20191121042052
387	3	118	129	28.5	30.0	31.5	20191121042052
392	3	7	772	28.5	30.0	31.5	20191121042155
392	3	12	292	28.5	30.0	31.5	20191121042155
392	3	19	24	28.5	30.0	31.5	20191121042155
392	3	75	22	28.5	30.0	31.5	20191121042155
392	3	118	129	28.5	30.0	31.5	20191121042155
397	3	7	770	28.5	30.0	31.5	20191121042258
397	3	12	290	28.5	30.0	31.5	20191121042258
397	3	19	24	28.5	30.0	31.5	20191121042258
397	3	75	22	28.5	30.0	31.5	20191121042258
397	3	118	129	28.5	30.0	31.5	20191121042258
402	3	7	768	28.5	30.0	31.5	20191121042401
402	3	12	288	28.5	30.0	31.5	20191121042401
402	3	19	24	28.5	30.0	31.5	20191121042401
402	3	75	21	28.5	30.0	31.5	20191121042401
402	3	118	129	28.5	30.0	31.5	20191121042401
407	3	7	765	28.5	30.0	31.5	20191121042504
407	3	12	285	28.5	30.0	31.5	20191121042504
407	3	19	24	28.5	30.0	31.5	20191121042504
407	3	75	21	28.5	30.0	31.5	20191121042504
407	3	118	129	28.5	30.0	31.5	20191121042504
412	3	7	763	28.5	30.0	31.5	20191121042607
412	3	12	283	28.5	30.0	31.5	20191121042607
412	3	19	24	28.5	30.0	31.5	20191121042607
412	3	75	21	28.5	30.0	31.5	20191121042607
412	3	118	129	28.5	30.0	31.5	20191121042607
417	3	7	760	28.5	30.0	31.5	20191121042710
417	3	12	280	28.5	30.0	31.5	20191121042710
417	3	19	24	28.5	30.0	31.5	20191121042710
417	3	75	21	28.5	30.0	31.5	20191121042710
417	3	118	129	28.5	30.0	31.5	20191121042710
422	3	7	758	28.5	30.0	31.5	20191121042813
422	3	12	278	28.5	30.0	31.5	20191121042813
422	3	19	24	28.5	30.0	31.5	20191121042813
422	3	75	21	28.5	30.0	31.5	20191121042813
422	3	118	129	28.5	30.0	31.5	20191121042813
427	3	7	756	28.5	30.0	31.5	20191121042916
427	3	12	276	28.5	30.0	31.5	20191121042916
427	3	19	24	28.5	30.0	31.5	20191121042916
427	3	75	20	28.5	30.0	31.5	20191121042916
427	3	118	129	28.5	30.0	31.5	20191121042916
432	3	7	753	28.5	30.0	31.5	20191121043019
432	3	12	273	28.5	30.0	31.5	20191121043019
432	3	19	24	28.5	30.0	31.5	20191121043019
432	3	75	20	28.5	30.0	31.5	20191121043019
432	3	118	129	28.5	30.0	31.5	20191121043019
437	3	7	751	28.5	30.0	31.5	20191121043122
437	3	12	271	28.5	30.0	31.5	20191121043122
437	3	19	24	28.5	30.0	31.5	20191121043122
437	3	75	20	28.5	30.0	31.5	20191121043122
437	3	118	128	28.5	30.0	31.5	20191121043122
442	3	7	748	28.5	30.0	31.5	20191121043225
442	3	12	268	28.5	30.0	31.5	20191121043225
442	3	19	24	28.5	30.0	31.5	20191121043225
442	3	75	20	28.5	30.0	31.5	20191121043225
442	3	118	128	28.5	30.0	31.5	20191121043225
447	3	7	746	28.5	30.0	31.5	20191121043328
447	3	12	266	28.5	30.0	31.5	20191121043328
447	3	19	24	28.5	30.0	31.5	20191121043328
447	3	75	20	28.5	30.0	31.5	20191121043328
447	3	118	128	28.5	30.0	31.5	20191121043328
452	3	7	744	28.5	30.0	31.5	20191121043431
452	3	12	264	28.5	30.0	31.5	20191121043431
452	3	19	24	28.5	30.0	31.5	20191121043431
452	3	75	20	28.5	30.0	31.5	20191121043431
452	3	118	128	28.5	30.0	31.5	20191121043431
457	3	7	741	28.5	30.0	31.5	20191121043534
457	3	12	261	28.5	30.0	31.5	20191121043534
457	3	19	24	28.5	30.0	31.5	20191121043534
457	3	75	19	28.5	30.0	31.5	20191121043534
457	3	118	128	28.5	30.0	31.5	20191121043534
462	3	7	739	28.5	30.0	31.5	20191121043637
462	3	12	259	28.5	30.0	31.5	20191121043637
462	3	19	24	28.5	30.0	31.5	20191121043637
462	3	75	19	28.5	30.0	31.5	20191121043637
462	3	118	128	28.5	30.0	31.5	20191121043637
467	3	7	736	28.5	30.0	31.5	20191121043740
467	3	12	256	28.5	30.0	31.5	20191121043740
467	3	19	24	28.5	30.0	31.5	20191121043740
467	3	75	19	28.5	30.0	31.5	20191121043740
467	3	118	128	28.5	30.0	31.5	20191121043740
472	3	7	734	28.5	30.0	31.5	20191121043843
472	3	12	254	28.5	30.0	31.5	20191121043843
472	3	19	24	28.5	30.0	31.5	20191121043843
472	3	75	19	28.5	30.0	31.5	20191121043843
472	3	118	128	28.5	30.0	31.5	20191121043843
477	3	7	732	28.5	30.0	31.5	20191121043946
477	3	12	252	28.5	30.0	31.5	20191121043946
477	3	19	24	28.5	30.0	31.5	20191121043946
477	3	75	19	28.5	30.0	31.5	20191121043946
477	3	118	127	28.5	30.0	31.5	20191121043946
482	3	7	729	28.5	30.0	31.5	20191121044049
482	3	12	249	28.5	30.0	31.5	20191121044049
482	3	19	24	28.5	30.0	31.5	20191121044049
482	3	75	19	28.5	30.0	31.5	20191121044049
482	3	118	127	28.5	30.0	31.5	20191121044049
487	3	7	727	28.5	30.0	31.5	20191121044152
487	3	12	247	28.5	30.0	31.5	20191121044152
487	3	19	24	28.5	30.0	31.5	20191121044152
487	3	75	18	28.5	30.0	31.5	20191121044152
487	3	118	127	28.5	30.0	31.5	20191121044152
492	3	7	724	28.5	30.0	31.5	20191121044255
492	3	12	244	28.5	30.0	31.5	20191121044255
492	3	19	24	28.5	30.0	31.5	20191121044255
492	3	75	18	28.5	30.0	31.5	20191121044255
492	3	118	127	28.5	30.0	31.5	20191121044255
497	3	7	722	28.5	30.0	31.5	20191121044358
497	3	12	242	28.5	30.0	31.5	20191121044358
497	3	19	24	28.5	30.0	31.5	20191121044358
497	3	75	18	28.5	30.0	31.5	20191121044358
497	3	118	127	28.5	30.0	31.5	20191121044358
502	3	7	720	28.5	30.0	31.5	20191121044501
502	3	12	240	28.5	30.0	31.5	20191121044501
502	3	19	24	28.5	30.0	31.5	20191121044501
502	3	75	18	28.5	30.0	31.5	20191121044501
502	3	118	127	28.5	30.0	31.5	20191121044501
507	3	7	717	28.5	30.0	31.5	20191121044604
507	3	12	237	28.5	30.0	31.5	20191121044604
507	3	19	24	28.5	30.0	31.5	20191121044604
507	3	75	18	28.5	30.0	31.5	20191121044604
507	3	118	127	28.5	30.0	31.5	20191121044604
512	3	7	715	28.5	30.0	31.5	20191121044707
512	3	12	235	28.5	30.0	31.5	20191121044707
512	3	19	24	28.5	30.0	31.5	20191121044707
512	3	75	18	28.5	30.0	31.5	20191121044707
