depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3	datetime
47	2	118	136	28.5	30.0	31.5	20191121020927
52	2	7	936	28.5	30.0	31.5	20191121021030
52	2	12	456	28.5	30.0	31.5	20191121021030
52	2	19	24	28.5	30.0	31.5	20191121021030
52	2	30	24	28.5	30.0	31.5	20191121021030
52	2	75	60	28.5	30.0	31.5	20191121021030
52	2	118	136	28.5	30.0	31.5	20191121021030
57	2	7	933	28.5	30.0	31.5	20191121021133
57	2	12	453	28.5	30.0	31.5	20191121021133
57	2	19	24	28.5	30.0	31.5	20191121021133
57	2	30	21	28.5	30.0	31.5	20191121021133
57	2	75	58	28.5	30.0	31.5	20191121021133
57	2	118	136	28.5	30.0	31.5	20191121021133
62	2	7	931	28.5	30.0	31.5	20191121021236
62	2	12	451	28.5	30.0	31.5	20191121021236
62	2	19	24	28.5	30.0	31.5	20191121021236
62	2	30	19	28.5	30.0	31.5	20191121021236
62	2	75	57	28.5	30.0	31.5	20191121021236
62	2	118	136	28.5	30.0	31.5	20191121021236
67	2	7	928	28.5	30.0	31.5	20191121021339
67	2	12	448	28.5	30.0	31.5	20191121021339
67	2	19	24	28.5	30.0	31.5	20191121021339
67	2	30	16	28.5	30.0	31.5	20191121021339
67	2	75	55	28.5	30.0	31.5	20191121021339
67	2	118	135	28.5	30.0	31.5	20191121021339
72	2	7	926	28.5	30.0	31.5	20191121021442
72	2	12	446	28.5	30.0	31.5	20191121021442
72	2	19	24	28.5	30.0	31.5	20191121021442
72	2	30	14	28.5	30.0	31.5	20191121021442
72	2	75	54	28.5	30.0	31.5	20191121021442
72	2	118	135	28.5	30.0	31.5	20191121021442
77	2	7	924	28.5	30.0	31.5	20191121021545
77	2	12	444	28.5	30.0	31.5	20191121021545
77	2	19	24	28.5	30.0	31.5	20191121021545
77	2	30	12	28.5	30.0	31.5	20191121021545
77	2	75	53	28.5	30.0	31.5	20191121021545
77	2	118	135	28.5	30.0	31.5	20191121021545
82	2	7	921	28.5	30.0	31.5	20191121021648
82	2	12	441	28.5	30.0	31.5	20191121021648
82	2	19	24	28.5	30.0	31.5	20191121021648
82	2	30	9	28.5	30.0	31.5	20191121021648
82	2	75	52	28.5	30.0	31.5	20191121021648
82	2	118	135	28.5	30.0	31.5	20191121021648
87	2	7	919	28.5	30.0	31.5	20191121021751
87	2	12	439	28.5	30.0	31.5	20191121021751
87	2	19	24	28.5	30.0	31.5	20191121021751
87	2	30	7	28.5	30.0	31.5	20191121021751
87	2	75	51	28.5	30.0	31.5	20191121021751
87	2	118	135	28.5	30.0	31.5	20191121021751
92	2	7	916	28.5	30.0	31.5	20191121021854
92	2	12	436	28.5	30.0	31.5	20191121021854
92	2	19	24	28.5	30.0	31.5	20191121021854
92	2	30	4	29.75	30.0	30.25	20191121021854
92	2	75	49	28.5	30.0	31.5	20191121021854
92	2	118	135	28.5	30.0	31.5	20191121021854
97	2	7	914	28.5	30.0	31.5	20191121021957
97	2	12	434	28.5	30.0	31.5	20191121021957
97	2	19	24	28.5	30.0	31.5	20191121021957
97	2	30	2	29.75	30.0	30.25	20191121021957
97	2	75	48	28.5	30.0	31.5	20191121021957
97	2	118	135	28.5	30.0	31.5	20191121021957
102	2	7	912	28.5	30.0	31.5	20191121022100
102	2	12	432	28.5	30.0	31.5	20191121022100
102	2	19	24	28.5	30.0	31.5	20191121022100
102	2	75	48	28.5	30.0	31.5	20191121022100
102	2	118	135	28.5	30.0	31.5	20191121022100
107	2	7	909	28.5	30.0	31.5	20191121022203
107	2	12	429	28.5	30.0	31.5	20191121022203
107	2	19	24	28.5	30.0	31.5	20191121022203
107	2	75	47	28.5	30.0	31.5	20191121022203
107	2	118	135	28.5	30.0	31.5	20191121022203
112	2	7	907	28.5	30.0	31.5	20191121022306
112	2	12	427	28.5	30.0	31.5	20191121022306
112	2	19	24	28.5	30.0	31.5	20191121022306
112	2	75	46	28.5	30.0	31.5	20191121022306
112	2	118	135	28.5	30.0	31.5	20191121022306
117	2	7	904	28.5	30.0	31.5	20191121022409
117	2	12	424	28.5	30.0	31.5	20191121022409
117	2	19	24	28.5	30.0	31.5	20191121022409
117	2	75	45	28.5	30.0	31.5	20191121022409
117	2	118	135	28.5	30.0	31.5	20191121022409
122	2	7	902	28.5	30.0	31.5	20191121022512
122	2	12	422	28.5	30.0	31.5	20191121022512
122	2	19	24	28.5	30.0	31.5	20191121022512
122	2	75	44	28.5	30.0	31.5	20191121022512
122	2	118	135	28.5	30.0	31.5	20191121022512
127	2	7	900	28.5	30.0	31.5	20191121022615
127	2	12	420	28.5	30.0	31.5	20191121022615
127	2	19	24	28.5	30.0	31.5	20191121022615
127	2	75	43	28.5	30.0	31.5	20191121022615
127	2	118	134	28.5	30.0	31.5	20191121022615
132	2	7	897	28.5	30.0	31.5	20191121022718
132	2	12	417	28.5	30.0	31.5	20191121022718
132	2	19	24	28.5	30.0	31.5	20191121022718
132	2	75	42	28.5	30.0	31.5	20191121022718
132	2	118	134	28.5	30.0	31.5	20191121022718
137	2	7	895	28.5	30.0	31.5	20191121022821
137	2	12	415	28.5	30.0	31.5	20191121022821
137	2	19	24	28.5	30.0	31.5	20191121022821
137	2	75	42	28.5	30.0	31.5	20191121022821
137	2	118	134	28.5	30.0	31.5	20191121022821
142	2	7	892	28.5	30.0	31.5	20191121022924
142	2	12	412	28.5	30.0	31.5	20191121022924
142	2	19	24	28.5	30.0	31.5	20191121022924
142	2	75	41	28.5	30.0	31.5	20191121022924
142	2	118	134	28.5	30.0	31.5	20191121022924
147	2	7	890	28.5	30.0	31.5	20191121023027
147	2	12	410	28.5	30.0	31.5	20191121023027
147	2	19	24	28.5	30.0	31.5	20191121023027
147	2	75	40	28.5	30.0	31.5	20191121023027
147	2	118	134	28.5	30.0	31.5	20191121023027
152	2	7	888	28.5	30.0	31.5	20191121023130
152	2	12	408	28.5	30.0	31.5	20191121023130
152	2	19	24	28.5	30.0	31.5	20191121023130
152	2	75	40	28.5	30.0	31.5	20191121023130
152	2	118	134	28.5	30.0	31.5	20191121023130
157	2	7	885	28.5	30.0	31.5	20191121023233
157	2	12	405	28.5	30.0	31.5	20191121023233
157	2	19	24	28.5	30.0	31.5	20191121023233
157	2	75	39	28.5	30.0	31.5	20191121023233
157	2	118	134	28.5	30.0	31.5	20191121023233
162	2	7	883	28.5	30.0	31.5	20191121023336
162	2	12	403	28.5	30.0	31.5	20191121023336
162	2	19	24	28.5	30.0	31.5	20191121023336
162	2	75	38	28.5	30.0	31.5	20191121023336
162	2	118	134	28.5	30.0	31.5	20191121023336
167	2	7	880	28.5	30.0	31.5	20191121023439
167	2	12	400	28.5	30.0	31.5	20191121023439
167	2	19	24	28.5	30.0	31.5	20191121023439
167	2	75	38	28.5	30.0	31.5	20191121023439
167	2	118	134	28.5	30.0	31.5	20191121023439
172	2	7	878	28.5	30.0	31.5	20191121023542
172	2	12	398	28.5	30.0	31.5	20191121023542
172	2	19	24	28.5	30.0	31.5	20191121023542
172	2	75	37	28.5	30.0	31.5	20191121023542
172	2	118	134	28.5	30.0	31.5	20191121023542
177	2	7	876	28.5	30.0	31.5	20191121023645
177	2	12	396	28.5	30.0	31.5	20191121023645
177	2	19	24	28.5	30.0	31.5	20191121023645
177	2	75	36	28.5	30.0	31.5	20191121023645
177	2	118	134	28.5	30.0	31.5	20191121023645
182	2	7	873	28.5	30.0	31.5	20191121023748
182	2	12	393	28.5	30.0	31.5	20191121023748
182	2	19	24	28.5	30.0	31.5	20191121023748
182	2	75	36	28.5	30.0	31.5	20191121023748
182	2	118	134	28.5	30.0	31.5	20191121023748
187	2	7	871	28.5	30.0	31.5	20191121023851
187	2	12	391	28.5	30.0	31.5	20191121023851
187	2	19	24	28.5	30.0	31.5	20191121023851
187	2	75	35	28.5	30.0	31.5	20191121023851
187	2	118	133	28.5	30.0	31.5	20191121023851
192	2	7	868	28.5	30.0	31.5	20191121023954
192	2	12	388	28.5	30.0	31.5	20191121023954
192	2	19	24	28.5	30.0	31.5	20191121023954
192	2	75	35	28.5	30.0	31.5	20191121023954
192	2	118	133	28.5	30.0	31.5	20191121023954
197	2	7	866	28.5	30.0	31.5	20191121024057
197	2	12	386	28.5	30.0	31.5	20191121024057
197	2	19	24	28.5	30.0	31.5	20191121024057
197	2	75	34	28.5	30.0	31.5	20191121024057
197	2	118	133	28.5	30.0	31.5	20191121024057
202	2	7	864	28.5	30.0	31.5	20191121024200
202	2	12	384	28.5	30.0	31.5	20191121024200
202	2	19	24	28.5	30.0	31.5	20191121024200
202	2	30	36	28.5	30.0	31.5	20191121024200
202	2	75	34	28.5	30.0	31.5	20191121024200
202	2	118	133	28.5	30.0	31.5	20191121024200
207	2	7	861	28.5	30.0	31.5	20191121024303
207	2	12	381	28.5	30.0	31.5	20191121024303
207	2	19	24	28.5	30.0	31.5	20191121024303
207	2	75	33	28.5	30.0	31.5	20191121024303
207	2	118	133	28.5	30.0	31.5	20191121024303
212	2	7	859	28.5	30.0	31.5	20191121024406
212	2	12	379	28.5	30.0	31.5	20191121024406
212	2	19	24	28.5	30.0	31.5	20191121024406
212	2	75	33	28.5	30.0	31.5	20191121024406
212	2	118	133	28.5	30.0	31.5	20191121024406
217	2	7	856	28.5	30.0	31.5	20191121024509
217	2	12	376	28.5	30.0	31.5	20191121024509
217	2	19	24	28.5	30.0	31.5	20191121024509
217	2	75	32	28.5	30.0	31.5	20191121024509
217	2	118	133	28.5	30.0	31.5	20191121024509
222	2	7	854	28.5	30.0	31.5	20191121024612
222	2	12	374	28.5	30.0	31.5	20191121024612
222	2	19	24	28.5	30.0	31.5	20191121024612
222	2	75	32	28.5	30.0	31.5	20191121024612
222	2	118	133	28.5	30.0	31.5	20191121024612
227	2	7	852	28.5	30.0	31.5	20191121024715
227	2	12	372	28.5	30.0	31.5	20191121024715
227	2	19	24	28.5	30.0	31.5	20191121024715
227	2	75	32	28.5	30.0	31.5	20191121024715
227	2	118	133	28.5	30.0	31.5	20191121024715
232	2	7	849	28.5	30.0	31.5	20191121024818
232	2	12	369	28.5	30.0	31.5	20191121024818
232	2	19	24	28.5	30.0	31.5	20191121024818
232	2	75	31	28.5	30.0	31.5	20191121024818
232	2	118	133	28.5	30.0	31.5	20191121024818
237	2	7	847	28.5	30.0	31.5	20191121024921
237	2	12	367	28.5	30.0	31.5	20191121024921
237	2	19	24	28.5	30.0	31.5	20191121024921
237	2	75	31	28.5	30.0	31.5	20191121024921
237	2	118	132	28.5	30.0	31.5	20191121024921
242	2	7	844	28.5	30.0	31.5	20191121025024
242	2	12	364	28.5	30.0	31.5	20191121025024
242	2	19	24	28.5	30.0	31.5	20191121025024
242	2	75	30	28.5	30.0	31.5	20191121025024
242	2	118	132	28.5	30.0	31.5	20191121025024
247	2	7	842	28.5	30.0	31.5	20191121025127
247	2	12	362	28.5	30.0	31.5	20191121025127
247	2	19	24	28.5	30.0	31.5	20191121025127
247	2	75	30	28.5	30.0	31.5	20191121025127
247	2	118	132	28.5	30.0	31.5	20191121025127
252	2	7	840	28.5	30.0	31.5	20191121025230
252	2	12	360	28.5	30.0	31.5	20191121025230
252	2	19	24	28.5	30.0	31.5	20191121025230
252	2	75	30	28.5	30.0	31.5	20191121025230
252	2	118	132	28.5	30.0	31.5	20191121025230
257	2	7	837	28.5	30.0	31.5	20191121025333
257	2	12	357	28.5	30.0	31.5	20191121025333
257	2	19	24	28.5	30.0	31.5	20191121025333
257	2	75	29	28.5	30.0	31.5	20191121025333
257	2	118	132	28.5	30.0	31.5	20191121025333
262	2	7	835	28.5	30.0	31.5	20191121025436
262	2	12	355	28.5	30.0	31.5	20191121025436
262	2	19	24	28.5	30.0	31.5	20191121025436
262	2	75	29	28.5	30.0	31.5	20191121025436
262	2	118	132	28.5	30.0	31.5	20191121025436
267	2	7	832	28.5	30.0	31.5	20191121025539
267	2	12	352	28.5	30.0	31.5	20191121025539
267	2	19	24	28.5	30.0	31.5	20191121025539
267	2	75	28	28.5	30.0	31.5	20191121025539
267	2	118	132	28.5	30.0	31.5	20191121025539
272	2	7	830	28.5	30.0	31.5	20191121025642
272	2	12	350	28.5	30.0	31.5	20191121025642
272	2	19	24	28.5	30.0	31.5	20191121025642
272	2	75	28	28.5	30.0	31.5	20191121025642
272	2	118	132	28.5	30.0	31.5	20191121025642
277	2	7	828	28.5	30.0	31.5	20191121025745
277	2	12	348	28.5	30.0	31.5	20191121025745
277	2	19	24	28.5	30.0	31.5	20191121025745
277	2	75	28	28.5	30.0	31.5	20191121025745
277	2	118	132	28.5	30.0	31.5	20191121025745
282	2	7	825	28.5	30.0	31.5	20191121025848
282	2	12	345	28.5	30.0	31.5	20191121025848
282	2	19	24	28.5	30.0	31.5	20191121025848
282	2	75	27	28.5	30.0	31.5	20191121025848
282	2	118	132	28.5	30.0	31.5	20191121025848
287	2	7	823	28.5	30.0	31.5	20191121025951
287	2	12	343	28.5	30.0	31.5	20191121025951
287	2	19	24	28.5	30.0	31.5	20191121025951
287	2	75	27	28.5	30.0	31.5	20191121025951
287	2	118	132	28.5	30.0	31.5	20191121025951
292	2	7	820	28.5	30.0	31.5	20191121030054
292	2	12	340	28.5	30.0	31.5	20191121030054
292	2	19	24	28.5	30.0	31.5	20191121030054
292	2	75	27	28.5	30.0	31.5	20191121030054
292	2	118	131	28.5	30.0	31.5	20191121030054
297	2	7	818	28.5	30.0	31.5	20191121030157
297	2	12	338	28.5	30.0	31.5	20191121030157
297	2	19	24	28.5	30.0	31.5	20191121030157
297	2	75	26	28.5	30.0	31.5	20191121030157
297	2	118	131	28.5	30.0	31.5	20191121030157
302	2	7	816	28.5	30.0	31.5	20191121030300
302	2	12	336	28.5	30.0	31.5	20191121030300
302	2	19	24	28.5	30.0	31.5	20191121030300
302	2	75	26	28.5	30.0	31.5	20191121030300
302	2	118	131	28.5	30.0	31.5	20191121030300
307	2	7	813	28.5	30.0	31.5	20191121030403
307	2	12	333	28.5	30.0	31.5	20191121030403
307	2	19	24	28.5	30.0	31.5	20191121030403
307	2	75	26	28.5	30.0	31.5	20191121030403
307	2	118	131	28.5	30.0	31.5	20191121030403
312	2	7	811	28.5	30.0	31.5	20191121030506
312	2	12	331	28.5	30.0	31.5	20191121030506
312	2	19	24	28.5	30.0	31.5	20191121030506
312	2	75	26	28.5	30.0	31.5	20191121030506
312	2	118	131	28.5	30.0	31.5	20191121030506
317	2	7	808	28.5	30.0	31.5	20191121030609
317	2	12	328	28.5	30.0	31.5	20191121030609
317	2	19	24	28.5	30.0	31.5	20191121030609
317	2	75	25	28.5	30.0	31.5	20191121030609
317	2	118	131	28.5	30.0	31.5	20191121030609
322	2	7	806	28.5	30.0	31.5	20191121030712
322	2	12	326	28.5	30.0	31.5	20191121030712
322	2	19	24	28.5	30.0	31.5	20191121030712
322	2	75	25	28.5	30.0	31.5	20191121030712
322	2	118	131	28.5	30.0	31.5	20191121030712
327	2	7	804	28.5	30.0	31.5	20191121030815
327	2	12	324	28.5	30.0	31.5	20191121030815
327	2	19	24	28.5	30.0	31.5	20191121030815
327	2	75	25	28.5	30.0	31.5	20191121030815
327	2	118	131	28.5	30.0	31.5	20191121030815
332	2	7	801	28.5	30.0	31.5	20191121030918
332	2	12	321	28.5	30.0	31.5	20191121030918
332	2	19	24	28.5	30.0	31.5	20191121030918
332	2	75	24	28.5	30.0	31.5	20191121030918
332	2	118	131	28.5	30.0	31.5	20191121030918
337	2	7	799	28.5	30.0	31.5	20191121031021
337	2	12	319	28.5	30.0	31.5	20191121031021
337	2	19	24	28.5	30.0	31.5	20191121031021
337	2	75	24	28.5	30.0	31.5	20191121031021
337	2	118	131	28.5	30.0	31.5	20191121031021
342	2	7	796	28.5	30.0	31.5	20191121031124
342	2	12	316	28.5	30.0	31.5	20191121031124
342	2	19	24	28.5	30.0	31.5	20191121031124
342	2	75	24	28.5	30.0	31.5	20191121031124
342	2	118	130	28.5	30.0	31.5	20191121031124
347	2	7	794	28.5	30.0	31.5	20191121031227
347	2	12	314	28.5	30.0	31.5	20191121031227
347	2	19	24	28.5	30.0	31.5	20191121031227
347	2	75	24	28.5	30.0	31.5	20191121031227
347	2	118	130	28.5	30.0	31.5	20191121031227
352	2	7	792	28.5	30.0	31.5	20191121031330
352	2	12	312	28.5	30.0	31.5	20191121031330
352	2	19	24	28.5	30.0	31.5	20191121031330
352	2	75	24	28.5	30.0	31.5	20191121031330
352	2	118	130	28.5	30.0	31.5	20191121031330
357	2	7	789	28.5	30.0	31.5	20191121031433
357	2	12	309	28.5	30.0	31.5	20191121031433
357	2	19	24	28.5	30.0	31.5	20191121031433
357	2	75	23	28.5	30.0	31.5	20191121031433
357	2	118	130	28.5	30.0	31.5	20191121031433
362	2	7	787	28.5	30.0	31.5	20191121031536
362	2	12	307	28.5	30.0	31.5	20191121031536
362	2	19	24	28.5	30.0	31.5	20191121031536
362	2	75	23	28.5	30.0	31.5	20191121031536
362	2	118	130	28.5	30.0	31.5	20191121031536
367	2	7	784	28.5	30.0	31.5	20191121031639
367	2	12	304	28.5	30.0	31.5	20191121031639
367	2	19	24	28.5	30.0	31.5	20191121031639
367	2	75	23	28.5	30.0	31.5	20191121031639
367	2	118	130	28.5	30.0	31.5	20191121031639
372	2	7	782	28.5	30.0	31.5	20191121031742
372	2	12	302	28.5	30.0	31.5	20191121031742
372	2	19	24	28.5	30.0	31.5	20191121031742
372	2	75	23	28.5	30.0	31.5	20191121031742
372	2	118	130	28.5	30.0	31.5	20191121031742
377	2	7	780	28.5	30.0	31.5	20191121031845
377	2	12	300	28.5	30.0	31.5	20191121031845
377	2	19	24	28.5	30.0	31.5	20191121031845
377	2	75	22	28.5	30.0	31.5	20191121031845
377	2	118	130	28.5	30.0	31.5	20191121031845
382	2	7	777	28.5	30.0	31.5	20191121031948
382	2	12	297	28.5	30.0	31.5	20191121031948
382	2	19	24	28.5	30.0	31.5	20191121031948
382	2	75	22	28.5	30.0	31.5	20191121031948
382	2	118	130	28.5	30.0	31.5	20191121031948
387	2	7	775	28.5	30.0	31.5	20191121032051
387	2	12	295	28.5	30.0	31.5	20191121032051
387	2	19	24	28.5	30.0	31.5	20191121032051
387	2	75	22	28.5	30.0	31.5	20191121032051
387	2	118	129	28.5	30.0	31.5	20191121032051
392	2	7	772	28.5	30.0	31.5	20191121032154
392	2	12	292	28.5	30.0	31.5	20191121032154
392	2	19	24	28.5	30.0	31.5	20191121032154
392	2	75	22	28.5	30.0	31.5	20191121032154
392	2	118	129	28.5	30.0	31.5	20191121032154
397	2	7	770	28.5	30.0	31.5	20191121032257
397	2	12	290	28.5	30.0	31.5	20191121032257
397	2	19	24	28.5	30.0	31.5	20191121032257
397	2	75	22	28.5	30.0	31.5	20191121032257
397	2	118	129	28.5	30.0	31.5	20191121032257
402	2	7	768	28.5	30.0	31.5	20191121032400
402	2	12	288	28.5	30.0	31.5	20191121032400
402	2	19	24	28.5	30.0	31.5	20191121032400
402	2	75	21	28.5	30.0	31.5	20191121032400
402	2	118	129	28.5	30.0	31.5	20191121032400
407	2	7	765	28.5	30.0	31.5	20191121032503
407	2	12	285	28.5	30.0	31.5	20191121032503
407	2	19	24	28.5	30.0	31.5	20191121032503
407	2	75	21	28.5	30.0	31.5	20191121032503
407	2	118	129	28.5	30.0	31.5	20191121032503
412	2	7	763	28.5	30.0	31.5	20191121032606
412	2	12	283	28.5	30.0	31.5	20191121032606
412	2	19	24	28.5	30.0	31.5	20191121032606
412	2	75	21	28.5	30.0	31.5	20191121032606
412	2	118	129	28.5	30.0	31.5	20191121032606
417	2	7	760	28.5	30.0	31.5	20191121032709
417	2	12	280	28.5	30.0	31.5	20191121032709
417	2	19	24	28.5	30.0	31.5	20191121032709
417	2	75	21	28.5	30.0	31.5	20191121032709
417	2	118	129	28.5	30.0	31.5	20191121032709
422	2	7	758	28.5	30.0	31.5	20191121032812
422	2	12	278	28.5	30.0	31.5	20191121032812
422	2	19	24	28.5	30.0	31.5	20191121032812
422	2	75	21	28.5	30.0	31.5	20191121032812
422	2	118	129	28.5	30.0	31.5	20191121032812
427	2	7	756	28.5	30.0	31.5	20191121032915
427	2	12	276	28.5	30.0	31.5	20191121032915
427	2	19	24	28.5	30.0	31.5	20191121032915
427	2	75	20	28.5	30.0	31.5	20191121032915
427	2	118	129	28.5	30.0	31.5	20191121032915
432	2	7	753	28.5	30.0	31.5	20191121033018
432	2	12	273	28.5	30.0	31.5	20191121033018
432	2	19	24	28.5	30.0	31.5	20191121033018
432	2	75	20	28.5	30.0	31.5	20191121033018
432	2	118	129	28.5	30.0	31.5	20191121033018
437	2	7	751	28.5	30.0	31.5	20191121033121
437	2	12	271	28.5	30.0	31.5	20191121033121
437	2	19	24	28.5	30.0	31.5	20191121033121
437	2	75	20	28.5	30.0	31.5	20191121033121
437	2	118	128	28.5	30.0	31.5	20191121033121
442	2	7	748	28.5	30.0	31.5	20191121033224
442	2	12	268	28.5	30.0	31.5	20191121033224
442	2	19	24	28.5	30.0	31.5	20191121033224
442	2	75	20	28.5	30.0	31.5	20191121033224
442	2	118	128	28.5	30.0	31.5	20191121033224
447	2	7	746	28.5	30.0	31.5	20191121033327
447	2	12	266	28.5	30.0	31.5	20191121033327
447	2	19	24	28.5	30.0	31.5	20191121033327
447	2	75	20	28.5	30.0	31.5	20191121033327
447	2	118	128	28.5	30.0	31.5	20191121033327
452	2	7	744	28.5	30.0	31.5	20191121033430
452	2	12	264	28.5	30.0	31.5	20191121033430
452	2	19	24	28.5	30.0	31.5	20191121033430
452	2	75	20	28.5	30.0	31.5	20191121033430
452	2	118	128	28.5	30.0	31.5	20191121033430
457	2	7	741	28.5	30.0	31.5	20191121033533
457	2	12	261	28.5	30.0	31.5	20191121033533
457	2	19	24	28.5	30.0	31.5	20191121033533
457	2	75	19	28.5	30.0	31.5	20191121033533
457	2	118	128	28.5	30.0	31.5	20191121033533
462	2	7	739	28.5	30.0	31.5	20191121033636
462	2	12	259	28.5	30.0	31.5	20191121033636
462	2	19	24	28.5	30.0	31.5	20191121033636
462	2	75	19	28.5	30.0	31.5	20191121033636
462	2	118	128	28.5	30.0	31.5	20191121033636
467	2	7	736	28.5	30.0	31.5	20191121033739
467	2	12	256	28.5	30.0	31.5	20191121033739
467	2	19	24	28.5	30.0	31.5	20191121033739
467	2	75	19	28.5	30.0	31.5	20191121033739
467	2	118	128	28.5	30.0	31.5	20191121033739
472	2	7	734	28.5	30.0	31.5	20191121033842
472	2	12	254	28.5	30.0	31.5	20191121033842
472	2	19	24	28.5	30.0	31.5	20191121033842
472	2	75	19	28.5	30.0	31.5	20191121033842
472	2	118	128	28.5	30.0	31.5	20191121033842
477	2	7	732	28.5	30.0	31.5	20191121033945
477	2	12	252	28.5	30.0	31.5	20191121033945
477	2	19	24	28.5	30.0	31.5	20191121033945
477	2	75	19	28.5	30.0	31.5	20191121033945
477	2	118	127	28.5	30.0	31.5	20191121033945
482	2	7	729	28.5	30.0	31.5	20191121034048
482	2	12	249	28.5	30.0	31.5	20191121034048
482	2	19	24	28.5	30.0	31.5	20191121034048
482	2	75	19	28.5	30.0	31.5	20191121034048
482	2	118	127	28.5	30.0	31.5	20191121034048
487	2	7	727	28.5	30.0	31.5	20191121034151
487	2	12	247	28.5	30.0	31.5	20191121034151
487	2	19	24	28.5	30.0	31.5	20191121034151
487	2	75	18	28.5	30.0	31.5	20191121034151
487	2	118	127	28.5	30.0	31.5	20191121034151
492	2	7	724	28.5	30.0	31.5	20191121034254
492	2	12	244	28.5	30.0	31.5	20191121034254
492	2	19	24	28.5	30.0	31.5	20191121034254
492	2	75	18	28.5	30.0	31.5	20191121034254
492	2	118	127	28.5	30.0	31.5	20191121034254
497	2	7	722	28.5	30.0	31.5	20191121034357
497	2	12	242	28.5	30.0	31.5	20191121034357
497	2	19	24	28.5	30.0	31.5	20191121034357
497	2	75	18	28.5	30.0	31.5	20191121034357
497	2	118	127	28.5	30.0	31.5	20191121034357
502	2	7	720	28.5	30.0	31.5	20191121034500
502	2	12	240	28.5	30.0	31.5	20191121034500
502	2	19	24	28.5	30.0	31.5	20191121034500
502	2	75	18	28.5	30.0	31.5	20191121034500
502	2	118	127	28.5	30.0	31.5	20191121034500
507	2	7	717	28.5	30.0	31.5	20191121034603
507	2	12	237	28.5	30.0	31.5	20191121034603
507	2	19	24	28.5	30.0	31.5	20191121034603
507	2	75	18	28.5	30.0	31.5	20191121034603
507	2	118	127	28.5	30.0	31.5	20191121034603
512	2	7	715	28.5	30.0	31.5	20191121034706
512	2	12	235	28.5	30.0	31.5	20191121034706
512	2	19	24	28.5	30.0	31.5	20191121034706
512	2	75	18	28.5	30.0	31.5	20191121034706
