//<Creator>Application Administrator (admin)</Creator>
//<CreateTime>2021-02-01T10:25:17</CreateTime>
//<DataField>Ocean</DataField>
//<DataType>Profiles</DataType>
//<Method>Particle abundance and volume from the Underwater Vision Profiler. The Underwater Video Profiler is designed for the quantification of particles and of large zooplankton in the water column. Light reflected by undisturbed target objects forms a dark-field image.</Method>
//<Owner1>My DO Name(doname@test.com)</Owner1>
Cruise:METAVAR:TEXT:40;Site:METAVAR:TEXT:20;Station:METAVAR:TEXT:20;DataOwner:METAVAR:TEXT:20;Rawfilename:METAVAR:TEXT:20;Instrument:METAVAR:TEXT:10;SN:METAVAR:TEXT:10;CTDrosettefilename:METAVAR:TEXT:40;yyyy-mm-dd hh:mm:METAVAR:TEXT:40;Latitude [degrees_north]:METAVAR:DOUBLE;Longitude [degrees_east]:METAVAR:DOUBLE;Depth [m]:PRIMARYVAR:DOUBLE;Sampled volume [L];living  [# m-3];Eukaryota(living)  [# m-3];Harosa(Eukaryota)  [# m-3];Rhizaria(Harosa)  [# m-3];Retaria(Rhizaria)  [# m-3];Acantharea(Retaria)  [# m-3];Polycystinea(Retaria)  [# m-3];Collodaria(Polycystinea)  [# m-3];solitaryblack(Collodaria)  [# m-3];solitarygrey(Collodaria)  [# m-3];living biovolume  [mm3 l-1];Eukaryota(living) biovolume  [mm3 l-1];Harosa(Eukaryota) biovolume  [mm3 l-1];Rhizaria(Harosa) biovolume  [mm3 l-1];Retaria(Rhizaria) biovolume  [mm3 l-1];Acantharea(Retaria) biovolume  [mm3 l-1];Polycystinea(Retaria) biovolume  [mm3 l-1];Collodaria(Polycystinea) biovolume  [mm3 l-1];solitaryblack(Collodaria) biovolume  [mm3 l-1];solitarygrey(Collodaria) biovolume  [mm3 l-1];living avgesd  [mm];Eukaryota(living) avgesd  [mm];Harosa(Eukaryota) avgesd  [mm];Rhizaria(Harosa) avgesd  [mm];Retaria(Rhizaria) avgesd  [mm];Acantharea(Retaria) avgesd  [mm];Polycystinea(Retaria) avgesd  [mm];Collodaria(Polycystinea) avgesd  [mm];solitaryblack(Collodaria) avgesd  [mm];solitarygrey(Collodaria) avgesd  [mm]
;;;;;;;;;;;52.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;33.52533367409522;33.52533367409522;33.52533367409522;33.52533367409522;33.52533367409522;6.2066192544971335;27.318714419598056;27.318714419598056;16.485353719328057;10.833360700270001;1.7474217311759;1.7474217311759;1.7474217311759;1.7474217311759;1.7474217311759;1.64665872563473;1.79780323394649;1.79780323394649;1.92339698215354;1.67220948573944
;;;;;;;;;;;57.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;31.150694374937704;31.150694374937704;31.150694374937704;31.150694374937704;31.150694374937704;4.08144244968893;27.069251925248853;27.069251925248853;16.32743220809938;10.74181971714947;1.74129291584821;1.74129291584821;1.74129291584821;1.74129291584821;1.74129291584821;1.63915794096228;1.79236040329118;1.79236040329118;1.91723551211822;1.66748529446414
;;;;;;;;;;;62.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;32.84556555498416;32.84556555498416;32.84556555498416;32.84556555498416;32.84556555498416;6.038120329629354;26.807445225354783;26.807445225354783;16.1569233534077;10.650521871947081;1.73496901585313;1.73496901585313;1.73496901585313;1.73496901585313;1.73496901585313;1.63162036420052;1.78664334167943;1.78664334167943;1.91053816137234;1.66274852198653
;;;;;;;;;;;67.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;30.517819099799738;30.517819099799738;30.517819099799738;30.517819099799738;30.517819099799738;3.9696262373849645;26.54819286241478;26.54819286241478;16.000061023020358;10.548131839394426;1.7285960764923;1.7285960764923;1.7285960764923;1.7285960764923;1.7285960764923;1.62405014638624;1.78086904154533;1.78086904154533;1.9043350869668;1.65740299612386
;;;;;;;;;;;72.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;32.15928179791549;32.15928179791549;32.15928179791549;32.15928179791549;32.15928179791549;5.8711744525407354;26.28810734537469;26.28810734537469;15.830703495329827;10.45740385004487;1.72222359268568;1.72222359268568;1.72222359268568;1.72222359268568;1.72222359268568;1.61644210006504;1.77511433899599;1.77511433899599;1.8975922058758;1.65263647211619
;;;;;;;;;;;77.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;29.900678945123186;29.900678945123186;29.900678945123186;29.900678945123186;29.900678945123186;3.8588502153844426;26.04182872973876;26.04182872973876;15.674907546525667;10.366921183213098;1.71600139399582;1.71600139399582;1.71600139399582;1.71600139399582;1.71600139399582;1.60880048449903;1.76960184874421;1.76960184874421;1.89134667276851;1.64785702471991
;;;;;;;;;;;82.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;31.477956553108147;31.477956553108147;31.477956553108147;31.477956553108147;31.477956553108147;5.705796207644452;25.772160345463632;25.772160345463632;15.506709226618673;10.265451118845045;1.70938010273339;1.70938010273339;1.70938010273339;1.70938010273339;1.70938010273339;1.60111995441771;1.76351017689124;1.76351017689124;1.88455731993547;1.64246303384701
;;;;;;;;;;;87.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;29.276654728043454;29.276654728043454;29.276654728043454;29.276654728043454;29.276654728043454;3.749124244466434;25.527530483576992;25.527530483576992;15.351987009029468;10.175543474547522;1.70310878150423;1.70310878150423;1.70310878150423;1.70310878150423;1.70310878150423;1.59340488205834;1.75796073122717;1.75796073122717;1.87826844414957;1.63765301830478
;;;;;;;;;;;92.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;30.812839937236728;30.812839937236728;30.812839937236728;30.812839937236728;30.812839937236728;5.542000598133859;25.270839339102835;25.270839339102835;15.18495594177062;10.085883397332214;1.69663704095672;1.69663704095672;1.69663704095672;1.69663704095672;1.69663704095672;1.58564975619765;1.75213068333626;1.75213068333626;1.87143164528266;1.63282972138986
;;;;;;;;;;;97.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;28.657115149080887;28.657115149080887;28.657115149080887;28.657115149080887;28.657115149080887;3.6404584712871157;25.01665667779372;25.01665667779372;15.031314959120708;9.985341718673011;1.69011450058083;1.69011450058083;1.69011450058083;1.69011450058083;1.69011450058083;1.5778590670922;1.74624221732515;1.74624221732515;1.86509851173554;1.62738592291477
;;;;;;;;;;;102.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;30.141524399455758;30.141524399455758;30.141524399455758;30.141524399455758;30.141524399455758;5.37980306641701;24.761721333038764;24.761721333038764;14.86545935923133;9.896261973807434;1.68359053001058;1.68359053001058;1.68359053001058;1.68359053001058;1.68359053001058;1.57002712883168;1.74037223060004;1.74037223060004;1.85821325801595;1.62253120318413
;;;;;;;;;;;107.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;28.053202720613275;28.053202720613275;28.053202720613275;28.053202720613275;28.053202720613275;3.5328633424665137;24.52033937814673;24.52033937814673;14.712907274798761;9.807432103347965;1.67721876709247;1.67721876709247;1.67721876709247;1.67721876709247;1.67721876709247;1.56215855505387;1.73474887311177;1.73474887311177;1.85183491896492;1.61766282725863
;;;;;;;;;;;112.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;29.47528251219133;29.47528251219133;29.47528251219133;29.47528251219133;29.47528251219133;5.219219515975098;24.256062996216286;24.256062996216286;14.548235532919472;9.707827463296816;1.67043848550499;1.67043848550499;1.67043848550499;1.67043848550499;1.67043848550499;1.55424747577221;1.72853399037137;1.72853399037137;1.84490016530922;1.61216781543353
;;;;;;;;;;;117.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;27.44271317980788;27.44271317980788;27.44271317980788;27.44271317980788;27.44271317980788;3.4263496196665755;24.01636356014133;24.01636356014133;14.396780175271592;9.619583384869737;1.66401379794874;1.66401379794874;1.66401379794874;1.66401379794874;1.66401379794874;1.5462986337114;1.72287138006741;1.72287138006741;1.83847563869593;1.60726712143889
;;;;;;;;;;;122.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;28.825158753019824;28.825158753019824;28.825158753019824;28.825158753019824;28.825158753019824;5.0602663347749655;23.76489241824487;23.76489241824487;14.233300864332392;9.53159155391248;1.65738288168779;1.65738288168779;1.65738288168779;1.65738288168779;1.65738288168779;1.53830596469995;1.71692134018171;1.71692134018171;1.83149030190432;1.60235237845911
;;;;;;;;;;;127.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;26.836811481029297;26.836811481029297;26.836811481029297;26.836811481029297;26.836811481029297;3.3209283957522926;23.515883085276993;23.515883085276993;14.082950233355133;9.43293285192186;1.65069919878609;1.65069919878609;1.65069919878609;1.65069919878609;1.65069919878609;1.53027434662738;1.71091162486545;1.71091162486545;1.82501856958968;1.59680468014121
;;;;;;;;;;;132.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;28.16916496538602;28.16916496538602;28.16916496538602;28.16916496538602;28.16916496538602;4.902960420380585;23.2662045450054;23.2662045450054;13.9206721152731;9.345532429732302;1.64401190570435;1.64401190570435;1.64401190570435;1.64401190570435;1.64401190570435;1.52219751023713;1.70491910343796;1.70491910343796;1.81798152637089;1.59185668050504
;;;;;;;;;;;137.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;26.246432197647703;26.246432197647703;26.246432197647703;26.246432197647703;26.246432197647703;3.21661111213777;23.029821085509916;23.029821085509916;13.771434388511771;9.258386696998143;1.6374787424041;1.6374787424041;1.6374787424041;1.6374787424041;1.6374787424041;1.51408047506496;1.69917787607368;1.69917787607368;1.81146153225151;1.58689421989584
;;;;;;;;;;;142.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;27.518368719174426;27.518368719174426;27.518368719174426;27.518368719174426;27.518368719174426;4.747319206925602;22.77104951224885;22.77104951224885;13.610366421238584;9.160683091010267;1.63052688734857;1.63052688734857;1.63052688734857;1.63052688734857;1.63052688734857;1.50591675499626;1.69283195352472;1.69283195352472;1.8043716171141;1.58129228993534
;;;;;;;;;;;147.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;25.649794086513364;25.649794086513364;25.649794086513364;25.649794086513364;25.649794086513364;3.113409577431602;22.53638450908177;22.53638450908177;13.462249960572834;9.074134548508939;1.62393645699905;1.62393645699905;1.62393645699905;1.62393645699905;1.62393645699905;1.49771151813265;1.68704892643225;1.68704892643225;1.79780226511038;1.57629558775411
;;;;;;;;;;;152.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;26.8836052094162;26.8836052094162;26.8836052094162;26.8836052094162;26.8836052094162;4.593360694127938;22.290244515288233;22.290244515288233;13.302401305515488;8.987843209772832;1.61713343631602;1.61713343631602;1.61713343631602;1.61713343631602;1.61713343631602;1.48945804876411;1.68097113009197;1.68097113009197;1.79065826810933;1.57128399207462
;;;;;;;;;;;157.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;25.057854780680092;25.057854780680092;25.057854780680092;25.057854780680092;25.057854780680092;3.01133598750931;22.046518793170797;22.046518793170797;13.155414664190532;8.891104128980267;1.61027543308571;1.61027543308571;1.61027543308571;1.61027543308571;1.61027543308571;1.48116167095402;1.67483231415155;1.67483231415155;1.78403842001437;1.56562620828872
;;;;;;;;;;;162.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;26.243314107466464;26.243314107466464;26.243314107466464;26.243314107466464;26.243314107466464;4.441103478549796;21.80221062891664;21.80221062891664;12.996794694031772;8.805415934884868;1.60341128215309;1.60341128215309;1.60341128215309;1.60341128215309;1.60341128215309;1.47281542559161;1.66870921043383;1.66870921043383;1.77683908434046;1.5605793365272
;;;;;;;;;;;167.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;24.481337106058053;24.481337106058053;24.481337106058053;24.481337106058053;24.481337106058053;2.910402947156354;21.570934158901686;21.570934158901686;12.850946624070975;8.719987534830745;1.59670315829224;1.59670315829224;1.59670315829224;1.59670315829224;1.59670315829224;1.46442480061652;1.6628423371301;1.6628423371301;1.77016755751783;1.55551711674237
;;;;;;;;;;;172.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;25.608354411686108;25.608354411686108;25.608354411686108;25.608354411686108;25.608354411686108;4.290566787331452;21.31778762435469;21.31778762435469;12.69356493101708;8.624222693337629;1.5895653099573;1.5895653099573;1.5895653099573;1.5895653099573;1.5895653099573;1.45598257852633;1.65635667567278;1.65635667567278;1.76291157691643;1.54980177442914
;;;;;;;;;;;177.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;23.89889145855894;23.89889145855894;23.89889145855894;23.89889145855894;23.89889145855894;2.8106234934435403;21.088267965115403;21.088267965115403;12.54886439104248;8.539403574072894;1.58279491744676;1.58279491744676;1.58279491744676;1.58279491744676;1.58279491744676;1.44749441961683;1.65044516636172;1.65044516636172;1.75618714183359;1.54470319088985
;;;;;;;;;;;182.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;24.989348229180976;24.989348229180976;24.989348229180976;24.989348229180976;24.989348229180976;4.141770514656478;20.847577714524515;20.847577714524515;12.392730795528763;8.454846918995734;1.57580492357496;1.57580492357496;1.57580492357496;1.57580492357496;1.57580492357496;1.438952831684;1.64423096952044;1.64423096952044;1.74887315783757;1.5395887812033
;;;;;;;;;;;187.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;23.321264410498763;23.321264410498763;23.321264410498763;23.321264410498763;23.321264410498763;2.7120111210171154;20.609253289481686;20.609253289481686;12.249186959020001;8.36006633046162;1.56875742634667;1.56875742634667;1.56875742634667;1.56875742634667;1.56875742634667;1.43036365647696;1.63795431128152;1.63795431128152;1.7420945354204;1.53381408714264
;;;;;;;;;;;192.5;1.13;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;11504.424778761064;2654.8672566371683;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;24.365172063647968;24.365172063647968;24.365172063647968;24.365172063647968;24.365172063647968;3.9947352612393896;20.370436802408587;20.370436802408587;12.094311518907613;8.276125283500974;1.56170080421704;1.56170080421704;1.56170080421704;1.56170080421704;1.56170080421704;1.4217191093085;1.63169165167131;1.63169165167131;1.73472113438089;1.52866216896172
;;;;;;;;;;;197.5;1.13;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;10619.469026548673;1769.911504424779;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;22.758963047375754;22.758963047375754;22.758963047375754;22.758963047375754;22.758963047375754;2.6145798095102126;20.144383237865487;20.144383237865487;11.95193378293009;8.192449454935408;1.55480204582849;1.55480204582849;1.55480204582849;1.55480204582849;1.55480204582849;1.41302522315334;1.62569045716607;1.62569045716607;1.72788699317319;1.52349392115895
;;;;;;;;;;;202.5;1.13;9734.513274336285;9734.513274336285;9734.513274336285;9734.513274336285;9734.513274336285;884.9557522123895;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;21.189778689542923;21.189778689542923;21.189778689542923;21.189778689542923;21.189778689542923;1.292788438017664;19.896990251525313;19.896990251525313;11.79832680323009;8.098663448295152;1.54863127725424;1.54863127725424;1.54863127725424;1.54863127725424;1.54863127725424;1.40778314165224;1.61905534505524;1.61905534505524;1.72045270306948;1.51765798704101
;;;;;;;;;;;207.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;19.67273455415761;19.67273455415761;19.67273455415761;19.67273455415761;19.67273455415761;;19.67273455415761;19.67273455415761;11.6571247976677;8.015609756489939;1.61300634041715;1.61300634041715;1.61300634041715;1.61300634041715;1.61300634041715;;1.61300634041715;1.61300634041715;1.7135616561796;1.5124510246547
;;;;;;;;;;;212.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;19.437620966686108;19.437620966686108;19.437620966686108;19.437620966686108;19.437620966686108;;19.437620966686108;19.437620966686108;11.504796840832213;7.9328241258539025;1.60664607254342;1.60664607254342;1.60664607254342;1.60664607254342;1.60664607254342;;1.60664607254342;1.60664607254342;1.70606494318804;1.50722720189879
;;;;;;;;;;;217.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;19.204823800380357;19.204823800380357;19.204823800380357;19.204823800380357;19.204823800380357;;19.204823800380357;19.204823800380357;11.36478043816301;7.840043362217364;1.60022179105712;1.60022179105712;1.60022179105712;1.60022179105712;1.60022179105712;;1.60022179105712;1.60022179105712;1.69911554500277;1.50132803711147
;;;;;;;;;;;222.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;18.97162894419602;18.97162894419602;18.97162894419602;18.97162894419602;18.97162894419602;;18.97162894419602;18.97162894419602;11.213742334986373;7.757886609209646;1.59380951871582;1.59380951871582;1.59380951871582;1.59380951871582;1.59380951871582;;1.59380951871582;1.59380951871582;1.69155480980191;1.49606422762974
