depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3
72	1	75	22	35	40	46
72	1	118	56	37	51	66
77	1	7	385	42	54	66
77	1	12	185	41	53	64
77	1	19	10	32	34	37
77	1	30	5	31	32	33
77	1	75	22	35	40	46
77	1	118	56	37	51	66
82	1	7	384	41	53	66
82	1	12	184	41	52	64
82	1	19	10	32	34	37
82	1	30	4	30	31	33
82	1	75	21	35	40	45
82	1	118	56	37	51	66
87	1	7	383	41	53	66
87	1	12	183	41	52	64
87	1	19	10	32	34	37
87	1	30	3	30	31	32
87	1	75	21	35	40	45
87	1	118	56	37	51	66
92	1	7	382	41	53	66
92	1	12	182	41	52	64
92	1	19	10	32	34	37
92	1	30	2	30	30	31
92	1	75	20	34	39	45
92	1	118	56	37	51	66
97	1	7	381	41	53	66
97	1	12	181	41	52	64
97	1	19	10	32	34	37
97	1	30	1	30	30	30
97	1	75	20	34	39	45
97	1	118	56	37	51	66
102	1	7	380	41	53	66
102	1	12	180	41	52	65
102	1	19	10	32	34	37
102	1	75	20	34	39	45
102	1	118	56	37	51	66
107	1	7	379	41	53	66
107	1	12	179	41	52	65
107	1	19	10	32	34	37
107	1	75	19	34	39	44
107	1	118	56	37	51	66
112	1	7	378	41	53	66
112	1	12	178	41	52	65
112	1	19	10	32	34	37
112	1	75	19	34	39	44
112	1	118	56	37	51	66
117	1	7	377	41	53	66
117	1	12	177	41	52	65
117	1	19	10	32	34	37
117	1	75	18	34	38	43
117	1	118	56	37	51	66
122	1	7	376	41	53	66
122	1	12	176	40	51	65
122	1	19	10	32	34	37
122	1	75	18	34	38	43
122	1	118	56	37	51	66
127	1	7	375	41	53	66
127	1	12	175	40	51	65
127	1	19	10	32	34	37
127	1	75	18	34	38	43
127	1	118	56	37	51	66
132	1	7	374	41	53	66
132	1	12	174	40	51	65
132	1	19	10	32	34	37
132	1	75	17	34	38	42
132	1	118	56	37	51	66
137	1	7	373	41	53	66
137	1	12	173	40	51	65
137	1	19	10	32	34	37
137	1	75	17	34	38	42
137	1	118	56	37	51	66
142	1	7	372	41	53	66
142	1	12	172	40	51	65
142	1	19	10	32	34	37
142	1	75	17	34	38	42
142	1	118	56	37	51	66
147	1	7	371	41	53	66
147	1	12	171	40	51	65
147	1	19	10	32	34	37
147	1	75	16	33	37	42
147	1	118	56	37	51	66
152	1	7	370	41	53	66
152	1	12	170	40	51	65
152	1	19	10	32	34	37
152	1	75	16	33	37	42
152	1	118	56	37	51	66
157	1	7	369	41	53	66
157	1	12	169	40	51	65
157	1	19	10	32	34	37
157	1	75	16	33	37	42
157	1	118	56	37	51	66
162	1	7	368	41	53	66
162	1	12	168	40	51	66
162	1	19	10	32	34	37
162	1	75	16	33	37	42
162	1	118	55	38	52	66
167	1	7	367	41	53	66
167	1	12	167	40	52	66
167	1	19	10	32	34	37
167	1	75	15	33	37	41
167	1	118	55	38	52	66
172	1	7	366	41	53	66
172	1	12	166	40	52	66
172	1	19	10	32	34	37
172	1	75	15	33	37	41
172	1	118	55	38	52	66
177	1	7	365	41	53	66
177	1	12	165	40	52	66
177	1	19	10	32	34	37
177	1	75	15	33	37	41
177	1	118	55	38	52	66
182	1	7	364	41	53	67
182	1	12	164	40	52	66
182	1	19	10	32	34	37
182	1	75	15	33	37	41
182	1	118	55	38	52	66
187	1	7	363	41	54	67
187	1	12	163	40	52	66
187	1	19	10	32	34	37
187	1	75	14	33	36	40
187	1	118	55	38	52	66
192	1	7	362	41	54	67
192	1	12	162	40	52	66
192	1	19	10	32	34	37
192	1	75	14	33	36	40
192	1	118	55	38	52	66
197	1	7	361	41	54	67
197	1	12	161	40	53	66
197	1	19	10	32	34	37
197	1	75	14	33	36	40
197	1	118	55	38	52	66
202	1	7	360	41	54	67
202	1	12	160	39	53	66
202	1	19	10	32	34	37
202	1	30	15	33	37	41
202	1	75	14	33	36	40
202	1	118	55	38	52	66
207	1	7	359	41	54	67
207	1	12	159	40	53	66
207	1	19	10	32	34	37
207	1	75	14	33	36	40
207	1	118	55	38	52	66
212	1	7	358	41	54	67
212	1	12	158	40	53	66
212	1	19	10	32	34	37
212	1	75	13	33	36	39
212	1	118	55	38	52	66
217	1	7	357	41	54	67
217	1	12	157	40	53	66
217	1	19	10	32	34	37
217	1	75	13	33	36	39
217	1	118	55	38	52	66
222	1	7	356	41	54	67
222	1	12	156	40	53	67
222	1	19	10	32	34	37
222	1	75	13	33	36	39
222	1	118	55	38	52	66
227	1	7	355	41	54	67
227	1	12	155	41	54	67
227	1	19	10	32	34	37
227	1	75	13	33	36	39
227	1	118	55	38	52	66
232	1	7	354	42	54	67
232	1	12	154	41	54	67
232	1	19	10	32	34	37
232	1	75	13	33	36	39
232	1	118	55	38	52	66
237	1	7	353	42	54	67
237	1	12	153	41	54	67
237	1	19	10	32	34	37
237	1	75	12	32	35	39
237	1	118	55	38	52	66
242	1	7	352	42	54	67
242	1	12	152	41	54	67
242	1	19	10	32	34	37
242	1	75	12	32	35	39
242	1	118	55	38	52	66
247	1	7	351	42	54	67
247	1	12	151	42	54	67
247	1	19	10	32	34	37
247	1	75	12	32	35	39
247	1	118	55	38	52	66
252	1	7	350	42	54	67
252	1	12	150	42	54	67
252	1	19	10	32	34	37
252	1	75	12	32	35	39
252	1	118	55	38	52	66
257	1	7	349	42	54	67
257	1	12	149	42	54	67
257	1	19	10	32	34	37
257	1	75	12	32	35	39
257	1	118	55	38	52	66
262	1	7	348	42	54	67
262	1	12	148	42	54	67
262	1	19	10	32	34	37
262	1	75	12	32	35	39
262	1	118	55	38	52	66
267	1	7	347	42	54	67
267	1	12	147	42	54	66
267	1	19	10	32	34	37
267	1	75	12	32	35	39
267	1	118	55	38	52	66
272	1	7	346	42	54	67
272	1	12	146	42	54	66
272	1	19	10	32	34	37
272	1	75	11	32	35	38
272	1	118	55	38	52	66
277	1	7	345	42	54	66
277	1	12	145	42	54	66
277	1	19	10	32	34	37
277	1	75	11	32	35	38
277	1	118	55	38	52	66
282	1	7	344	42	54	66
282	1	12	144	41	53	66
282	1	19	10	32	34	37
282	1	75	11	32	35	38
282	1	118	55	38	52	66
287	1	7	343	42	54	66
287	1	12	143	41	53	65
287	1	19	10	32	34	37
287	1	75	11	32	35	38
287	1	118	55	38	52	66
292	1	7	342	42	54	66
292	1	12	142	41	53	65
292	1	19	10	32	34	37
292	1	75	11	32	35	38
292	1	118	54	39	52	66
297	1	7	341	42	54	66
297	1	12	141	41	53	65
297	1	19	10	32	34	37
297	1	75	11	32	35	38
297	1	118	54	39	52	66
302	1	7	340	42	54	66
302	1	12	140	41	53	65
302	1	19	10	32	34	37
302	1	75	11	32	35	38
302	1	118	54	39	52	66
307	1	7	339	42	54	66
307	1	12	139	41	53	64
307	1	19	10	32	34	37
307	1	75	10	32	34	37
307	1	118	54	39	52	66
312	1	7	338	42	54	66
312	1	12	138	41	52	64
312	1	19	10	32	34	37
312	1	75	10	32	34	37
312	1	118	54	39	52	66
317	1	7	337	42	54	66
317	1	12	137	41	52	64
317	1	19	10	32	34	37
317	1	75	10	32	34	37
317	1	118	54	39	52	66
322	1	7	336	41	53	66
322	1	12	136	41	52	64
322	1	19	10	32	34	37
322	1	75	10	32	34	37
322	1	118	54	39	52	66
327	1	7	335	41	53	66
327	1	12	135	41	52	63
327	1	19	10	32	34	37
327	1	75	10	32	34	37
327	1	118	54	39	52	66
332	1	7	334	41	53	66
332	1	12	134	41	52	63
332	1	19	10	32	34	37
332	1	75	10	32	34	37
332	1	118	54	39	52	66
337	1	7	333	41	53	66
337	1	12	133	41	52	63
337	1	19	10	32	34	37
337	1	75	10	32	34	37
337	1	118	54	39	52	66
342	1	7	332	41	53	66
342	1	12	132	40	51	63
342	1	19	10	32	34	37
342	1	75	10	32	34	37
342	1	118	54	39	52	66
347	1	7	331	41	53	66
347	1	12	131	40	51	63
347	1	19	10	32	34	37
347	1	75	10	32	34	37
347	1	118	54	39	52	66
352	1	7	330	41	53	66
352	1	12	130	40	51	63
352	1	19	10	32	34	37
352	1	75	10	32	34	37
352	1	118	54	39	52	66
357	1	7	329	41	53	66
357	1	12	129	40	51	63
357	1	19	10	32	34	37
357	1	75	9	32	34	36
357	1	118	54	39	52	66
362	1	7	328	41	53	66
362	1	12	128	40	51	64
362	1	19	10	32	34	37
362	1	75	9	32	34	36
362	1	118	54	39	52	66
367	1	7	327	41	53	66
367	1	12	127	40	51	64
367	1	19	10	32	34	37
367	1	75	9	32	34	36
367	1	118	54	39	52	66
372	1	7	326	41	53	66
372	1	12	126	40	50	64
372	1	19	10	32	34	37
372	1	75	9	32	34	36
372	1	118	54	39	52	66
377	1	7	325	41	53	66
377	1	12	125	40	50	64
377	1	19	10	32	34	37
377	1	75	9	32	34	36
377	1	118	54	39	52	66
382	1	7	324	41	53	66
382	1	12	124	40	50	64
382	1	19	10	32	34	37
382	1	75	9	32	34	36
382	1	118	54	39	52	66
387	1	7	323	41	53	66
387	1	12	123	40	50	64
387	1	19	10	32	34	37
387	1	75	9	32	34	36
387	1	118	54	39	52	66
392	1	7	322	41	53	66
392	1	12	122	40	50	64
392	1	19	10	32	34	37
392	1	75	9	32	34	36
392	1	118	54	39	52	66
397	1	7	321	41	53	66
397	1	12	121	40	50	64
397	1	19	10	32	34	37
397	1	75	9	32	34	36
397	1	118	54	39	52	66
402	1	7	320	41	53	66
402	1	12	120	39	49	65
402	1	19	10	32	34	37
402	1	75	9	32	34	36
402	1	118	54	39	52	66
407	1	7	319	41	53	66
407	1	12	119	39	50	65
407	1	19	10	32	34	37
407	1	75	9	32	34	36
407	1	118	53	40	53	66
412	1	7	318	41	53	66
412	1	12	118	39	50	65
412	1	19	10	32	34	37
412	1	75	8	31	33	36
412	1	118	53	40	53	66
417	1	7	317	41	53	66
417	1	12	117	39	50	65
417	1	19	10	32	34	37
417	1	75	8	31	33	36
417	1	118	53	40	53	66
422	1	7	316	41	53	66
422	1	12	116	39	50	65
422	1	19	10	32	34	37
422	1	75	8	31	33	36
422	1	118	53	40	53	66
427	1	7	315	41	53	66
427	1	12	115	39	51	65
427	1	19	10	32	34	37
427	1	75	8	31	33	36
427	1	118	53	40	53	66
432	1	7	314	41	53	66
432	1	12	114	39	51	65
432	1	19	10	32	34	37
432	1	75	8	31	33	36
432	1	118	53	40	53	66
437	1	7	313	41	53	66
437	1	12	113	39	51	65
437	1	19	10	32	34	37
437	1	75	8	31	33	36
437	1	118	53	40	53	66
442	1	7	312	41	53	67
442	1	12	112	39	51	66
442	1	19	10	32	34	37
442	1	75	8	31	33	36
442	1	118	53	40	53	66
447	1	7	311	41	54	67
447	1	12	111	39	52	66
447	1	19	10	32	34	37
447	1	75	8	31	33	36
447	1	118	53	40	53	66
452	1	7	310	41	54	67
452	1	12	110	39	52	66
452	1	19	10	32	34	37
452	1	75	8	31	33	36
452	1	118	53	40	53	66
457	1	7	309	41	54	67
457	1	12	109	39	52	66
457	1	19	10	32	34	37
457	1	75	8	31	33	36
457	1	118	53	40	53	66
462	1	7	308	41	54	67
462	1	12	108	39	52	66
462	1	19	10	32	34	37
462	1	75	8	31	33	36
462	1	118	53	40	53	66
467	1	7	307	41	54	67
467	1	12	107	39	53	66
467	1	19	10	32	34	37
467	1	75	8	31	33	36
467	1	118	53	40	53	66
472	1	7	306	41	54	67
472	1	12	106	40	53	66
472	1	19	10	32	34	37
472	1	75	8	31	33	36
472	1	118	53	40	53	66
477	1	7	305	41	54	67
477	1	12	105	40	53	66
477	1	19	10	32	34	37
477	1	75	8	31	33	36
477	1	118	53	40	53	66
482	1	7	304	41	54	67
482	1	12	104	40	53	67
482	1	19	10	32	34	37
482	1	75	7	31	33	35
482	1	118	53	40	53	66
487	1	7	303	42	54	67
487	1	12	103	41	54	67
487	1	19	10	32	34	37
487	1	75	7	31	33	35
487	1	118	53	40	53	66
492	1	7	302	42	54	67
492	1	12	102	41	54	67
492	1	19	10	32	34	37
492	1	75	7	31	33	35
492	1	118	53	40	53	66
497	1	7	301	42	54	67
497	1	12	101	42	54	67
497	1	19	10	32	34	37
497	1	75	7	31	33	35
497	1	118	53	40	53	66
502	1	7	300	42	54	67
502	1	12	100	42	54	67
502	1	19	10	32	34	37
502	1	75	7	31	33	35
502	1	118	53	40	53	66
507	1	7	299	42	54	67
507	1	12	99	42	54	67
507	1	19	10	32	34	37
507	1	75	7	31	33	35
507	1	118	53	40	53	66
512	1	7	298	42	54	67
512	1	12	98	42	54	66
512	1	19	10	32	34	37
512	1	75	7	31	33	35
512	1	118	52	40	53	67
517	1	7	297	42	54	67
517	1	12	97	42	54	66
517	1	19	10	32	34	37
517	1	75	7	31	33	35
517	1	118	52	40	53	67
522	1	7	296	42	54	67
522	1	12	96	41	53	66
522	1	19	10	32	34	37
522	1	75	7	31	33	35
522	1	118	52	40	53	67
527	1	7	295	42	54	66
527	1	12	95	41	53	65
527	1	19	10	32	34	37
527	1	75	7	31	33	35
527	1	118	52	40	53	67
532	1	7	294	42	54	66
532	1	12	94	41	53	65
532	1	19	10	32	34	37
532	1	75	7	31	33	35
532	1	118	52	40	53	67
537	1	7	293	42	54	66
537	1	12	93	41	53	64
537	1	19	10	32	34	37
537	1	75	7	31	33	35
537	1	118	52	40	53	67
542	1	7	292	42	54	66
542	1	12	92	41	52	64
542	1	19	10	32	34	37
542	1	75	7	31	33	35
542	1	118	52	40	53	67
547	1	7	291	42	54	66
547	1	12	91	41	52	64
547	1	19	10	32	34	37
547	1	75	7	31	33	35
547	1	118	52	40	53	67
552	1	7	290	42	54	66
552	1	12	90	41	52	63
552	1	19	10	32	34	37
552	1	75	7	31	33	35
552	1	118	52	40	53	67
557	1	7	289	42	54	66
557	1	12	89	41	52	63
557	1	19	10	32	34	37
557	1	75	7	31	33	35
557	1	118	52	40	53	67
562	1	7	288	41	53	66
562	1	12	88	40	51	63
562	1	19	10	32	34	37
562	1	75	7	31	33	35
562	1	118	52	40	53	67
567	1	7	287	41	53	65
567	1	12	87	40	51	62
567	1	19	10	32	34	37
567	1	75	6	31	32	34
567	1	118	52	40	53	67
572	1	7	286	41	53	65
572	1	12	86	40	51	62
572	1	19	10	32	34	37
572	1	75	6	31	32	34
572	1	118	52	40	53	67
577	1	7	285	41	53	65
577	1	12	85	40	51	61
577	1	19	10	32	34	37
577	1	75	6	31	32	34
577	1	118	52	40	53	67
582	1	7	284	41	53	65
582	1	12	84	40	50	61
582	1	19	10	32	34	37
582	1	75	6	31	32	34
582	1	118	52	40	53	67
587	1	7	283	41	53	65
587	1	12	83	40	50	61
587	1	19	10	32	34	37
587	1	75	6	31	32	34
587	1	118	52	40	53	67
592	1	7	282	41	53	65
592	1	12	82	40	50	60
592	1	19	10	32	34	37
592	1	75	6	31	32	34
592	1	118	52	40	53	67
597	1	7	281	41	53	65
597	1	12	81	40	50	60
597	1	19	10	32	34	37
597	1	75	6	31	32	34
597	1	118	52	40	53	67
602	1	7	280	41	53	66
602	1	12	80	39	49	60
602	1	19	10	32	34	37
602	1	75	6	31	32	34
602	1	118	52	40	53	67
607	1	7	279	41	53	66
607	1	12	79	39	49	60
607	1	19	10	32	34	37
607	1	75	6	31	32	34
607	1	118	51	41	54	67
612	1	7	278	41	53	66
612	1	12	78	39	49	60
612	1	19	10	32	34	37
612	1	75	6	31	32	34
612	1	118	51	41	54	67
617	1	7	277	41	53	66
617	1	12	77	39	49	60
617	1	19	10	32	34	37
617	1	75	6	31	32	34
617	1	118	51	41	54	67
622	1	7	276	41	52	66
622	1	12	76	39	48	61
622	1	19	10	32	34	37
622	1	75	6	31	32	34
622	1	118	51	41	54	67
627	1	7	275	41	52	66
627	1	12	75	39	48	61
627	1	19	10	32	34	37
627	1	75	6	31	32	34
627	1	118	51	41	54	67
632	1	7	274	41	52	66
632	1	12	74	39	48	61
632	1	19	10	32	34	37
632	1	75	6	31	32	34
632	1	118	51	41	54	67
637	1	7	273	41	52	66
637	1	12	73	39	48	61
637	1	19	10	32	34	37
637	1	75	6	31	32	34
637	1	118	51	41	54	67
642	1	7	272	41	52	66
642	1	12	72	38	47	62
642	1	19	10	32	34	37
642	1	75	6	31	32	34
642	1	118	51	41	54	67
647	1	7	271	41	52	66
647	1	12	71	38	47	62
647	1	19	10	32	34	37
647	1	75	6	31	32	34
647	1	118	51	41	54	67
652	1	7	270	41	52	66
652	1	12	70	38	47	62
652	1	19	10	32	34	37
652	1	75	6	31	32	34
652	1	118	51	41	54	67
657	1	7	269	41	53	66
657	1	12	69	38	47	62
657	1	19	10	32	34	37
657	1	75	6	31	32	34
657	1	118	51	41	54	67
662	1	7	268	41	53	66
662	1	12	68	38	46	63
662	1	19	10	32	34	37
662	1	75	6	31	32	34
662	1	118	51	41	54	67
667	1	7	267	41	53	66
667	1	12	67	38	46	63
667	1	19	10	32	34	37
667	1	75	6	31	32	34
667	1	118	51	41	54	67
672	1	7	266	41	53	66
672	1	12	66	38	46	63
672	1	19	10	32	34	37
672	1	75	6	31	32	34
672	1	118	51	41	54	67
677	1	7	265	41	53	66
677	1	12	65	38	47	63
677	1	19	10	32	34	37
677	1	75	6	31	32	34
677	1	118	51	41	54	67
682	1	7	264	40	53	66
682	1	12	64	37	47	64
682	1	19	10	32	34	37
682	1	75	6	31	32	34
682	1	118	51	41	54	67
687	1	7	263	40	53	66
687	1	12	63	37	48	64
687	1	19	10	32	34	37
687	1	75	5	31	32	33
687	1	118	51	41	54	67
692	1	7	262	40	53	66
692	1	12	62	37	48	64
692	1	19	10	32	34	37
692	1	75	5	31	32	33
692	1	118	50	42	54	67
697	1	7	261	40	53	66
697	1	12	61	37	49	64
697	1	19	10	32	34	37
697	1	75	5	31	32	33
697	1	118	50	42	54	67
702	1	7	260	40	53	67
702	1	12	60	37	49	65
702	1	19	10	32	34	37
702	1	75	5	31	32	33
702	1	118	50	42	54	67
707	1	7	259	41	54	67
707	1	12	59	37	50	65
707	1	19	10	32	34	37
707	1	75	5	31	32	33
707	1	118	50	42	54	67
712	1	7	258	41	54	67
712	1	12	58	37	50	65
712	1	19	10	32	34	37
712	1	75	5	31	32	33
712	1	118	50	42	54	67
717	1	7	257	41	54	67
717	1	12	57	37	51	65
717	1	19	10	32	34	37
717	1	75	5	31	32	33
717	1	118	50	42	54	67
722	1	7	256	41	54	67
722	1	12	56	37	51	66
722	1	19	10	32	34	37
722	1	75	5	31	32	33
722	1	118	50	42	54	67
727	1	7	255	41	54	67
727	1	12	55	38	52	66
727	1	19	10	32	34	37
727	1	75	5	31	32	33
727	1	118	50	42	54	67
732	1	7	254	41	54	67
732	1	12	54	39	52	66
732	1	19	10	32	34	37
732	1	75	5	31	32	33
732	1	118	50	42	54	67
737	1	7	253	42	54	67
737	1	12	53	40	53	66
737	1	19	10	32	34	37
737	1	75	5	31	32	33
737	1	118	50	42	54	67
742	1	7	252	42	54	67
742	1	12	52	40	53	67
742	1	19	10	32	34	37
742	1	75	5	31	32	33
742	1	118	50	42	54	67
747	1	7	251	42	54	67
747	1	12	51	41	54	67
747	1	19	10	32	34	37
747	1	75	5	31	32	33
747	1	118	50	42	54	67
752	1	7	250	42	54	67
752	1	12	50	42	54	67
752	1	19	10	32	34	37
752	1	75	5	31	32	33
752	1	118	50	42	54	67
757	1	7	249	42	54	67
757	1	12	49	42	54	66
757	1	19	10	32	34	37
757	1	75	5	31	32	33
757	1	118	50	42	54	67
762	1	7	248	42	54	67
762	1	12	48	41	53	66
762	1	19	10	32	34	37
762	1	75	5	31	32	33
762	1	118	50	42	54	67
767	1	7	247	42	54	67
767	1	12	47	41	53	65
767	1	19	10	32	34	37
767	1	75	5	31	32	33
767	1	118	50	42	54	67
772	1	7	246	42	54	66
772	1	12	46	41	52	64
772	1	19	10	32	34	37
772	1	75	5	31	32	33
772	1	118	49	42	54	66
777	1	7	245	42	54	66
777	1	12	45	41	52	63
777	1	19	10	32	34	37
777	1	75	5	31	32	33
777	1	118	49	42	54	66
782	1	7	244	42	54	66
782	1	12	44	40	51	63
782	1	19	10	32	34	37
782	1	75	5	31	32	33
782	1	118	49	42	54	66
787	1	7	243	42	54	66
787	1	12	43	40	51	62
787	1	19	10	32	34	37
787	1	75	5	31	32	33
787	1	118	49	42	54	66
792	1	7	242	42	54	66
792	1	12	42	40	50	61
792	1	19	10	32	34	37
792	1	75	5	31	32	33
792	1	118	49	42	54	66
797	1	7	241	42	54	66
797	1	12	41	40	50	60
797	1	19	10	32	34	37
797	1	75	5	31	32	33
797	1	118	49	42	54	66
802	1	7	240	41	53	66
802	1	12	40	39	49	60
802	1	19	10	32	34	37
802	1	75	5	31	32	33
802	1	118	49	42	54	66
807	1	7	239	41	53	65
807	1	12	39	39	49	59
807	1	19	10	32	34	37
807	1	75	5	31	32	33
807	1	118	49	42	54	66
812	1	7	238	41	53	65
812	1	12	38	39	48	58
812	1	19	10	32	34	37
812	1	75	5	31	32	33
812	1	118	49	42	54	66
817	1	7	237	41	53	65
817	1	12	37	39	48	57
817	1	19	10	32	34	37
817	1	75	5	31	32	33
817	1	118	49	42	54	66
822	1	7	236	41	53	65
822	1	12	36	38	47	57
822	1	19	10	32	34	37
822	1	75	5	31	32	33
822	1	118	49	42	54	66
827	1	7	235	41	53	65
827	1	12	35	38	47	56
827	1	19	10	32	34	37
827	1	75	5	31	32	33
827	1	118	49	42	54	66
832	1	7	234	41	53	65
832	1	12	34	38	46	55
832	1	19	10	32	34	37
832	1	75	5	31	32	33
832	1	118	49	42	54	66
837	1	7	233	41	53	65
837	1	12	33	38	46	54
837	1	19	10	32	34	37
837	1	75	5	31	32	33
837	1	118	49	42	54	66
842	1	7	232	41	53	65
842	1	12	32	37	45	54
842	1	19	10	32	34	37
842	1	75	5	31	32	33
842	1	118	48	41	53	66
847	1	7	231	41	53	65
847	1	12	31	37	45	53
847	1	19	10	32	34	37
847	1	75	5	31	32	33
847	1	118	48	41	53	66
852	1	7	230	41	52	65
852	1	12	30	37	44	52
852	1	19	10	32	34	37
852	1	75	5	31	32	33
852	1	118	48	41	53	66
857	1	7	229	41	52	65
857	1	12	29	37	44	51
857	1	19	10	32	34	37
857	1	75	4	30	31	33
857	1	118	48	41	53	66
862	1	7	228	41	52	65
862	1	12	28	36	43	51
862	1	19	10	32	34	37
862	1	75	4	30	31	33
862	1	118	48	41	53	66
867	1	7	227	41	52	65
867	1	12	27	36	43	50
867	1	19	10	32	34	37
867	1	75	4	30	31	33
867	1	118	48	41	53	66
872	1	7	226	41	52	65
872	1	12	26	36	42	49
872	1	19	10	32	34	37
872	1	75	4	30	31	33
872	1	118	48	41	53	66
877	1	7	225	41	52	65
877	1	12	25	36	42	48
877	1	19	10	32	34	37
877	1	75	4	30	31	33
877	1	118	48	41	53	66
882	1	7	224	41	52	66
882	1	12	24	35	41	48
882	1	19	10	32	34	37
882	1	75	4	30	31	33
882	1	118	48	41	53	66
887	1	7	223	41	52	66
887	1	12	23	35	41	47
887	1	19	10	32	34	37
887	1	75	4	30	31	33
887	1	118	48	41	53	66
892	1	7	222	41	52	66
892	1	12	22	35	40	46
892	1	19	10	32	34	37
892	1	75	4	30	31	33
892	1	118	48	41	53	66
897	1	7	221	41	52	66
897	1	12	21	35	40	45
897	1	19	10	32	34	37
897	1	75	4	30	31	33
897	1	118	48	41	53	66
902	1	7	220	40	52	66
902	1	12	20	34	39	45
902	1	19	10	32	34	37
902	1	75	4	30	31	33
902	1	118	48	41	53	66
907	1	7	219	40	52	66
907	1	12	19	34	39	44
907	1	19	10	32	34	37
907	1	75	4	30	31	33
907	1	118	47	41	53	65
912	1	7	218	40	52	66
912	1	12	18	34	38	43
912	1	19	10	32	34	37
912	1	75	4	30	31	33
912	1	118	47	41	53	65
917	1	7	217	40	52	66
917	1	12	17	34	38	42
917	1	19	10	32	34	37
917	1	75	4	30	31	33
917	1	118	47	41	53	65
922	1	7	216	40	52	66
922	1	12	16	33	37	42
922	1	19	10	32	34	37
922	1	75	4	30	31	33
922	1	118	47	41	53	65
927	1	7	215	40	53	66
927	1	12	15	33	37	41
927	1	19	10	32	34	37
927	1	75	4	30	31	33
927	1	118	47	41	53	65
932	1	7	214	40	53	66
932	1	12	14	33	36	40
932	1	19	10	32	34	37
932	1	75	4	30	31	33
932	1	118	47	41	53	65
937	1	7	213	40	53	66
937	1	12	13	33	36	39
937	1	19	10	32	34	37
937	1	75	4	30	31	33
937	1	118	47	41	53	65
942	1	7	212	40	53	66
942	1	12	12	32	35	39
942	1	19	10	32	34	37
942	1	75	4	30	31	33
942	1	118	47	41	53	65
947	1	7	211	40	53	66
947	1	12	11	32	35	38
947	1	19	10	32	34	37
947	1	75	4	30	31	33
947	1	118	47	41	53	65
952	1	7	210	40	53	66
952	1	12	10	32	34	37
952	1	19	10	32	34	37
952	1	75	4	30	31	33
952	1	118	47	41	53	65
957	1	7	209	40	53	66
957	1	12	9	32	34	36
957	1	19	10	32	34	37
957	1	75	4	30	31	33
957	1	118	47	41	53	65
962	1	7	208	40	53	67
962	1	12	8	31	33	36
962	1	19	10	32	34	37
962	1	75	4	30	31	33
962	1	118	47	41	53	65
967	1	7	207	41	54	67
967	1	12	7	31	33	35
967	1	19	10	32	34	37
967	1	75	4	30	31	33
967	1	118	46	41	52	64
972	1	7	206	41	54	67
972	1	12	6	31	32	34
972	1	19	10	32	34	37
972	1	75	4	30	31	33
