depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3	datetime
490.0	12	19	96	28.5	30.0	31.5	20191121074000
490.0	12	75	73	28.5	30.0	31.5	20191121074000
490.0	12	118	508	28.5	30.0	31.5	20191121074000
512.5	15	7	3574	28.5	30.0	31.5	20191121074500
512.5	15	12	1174	28.5	30.0	31.5	20191121074500
512.5	15	19	120	28.5	30.0	31.5	20191121074500
512.5	15	75	89	28.5	30.0	31.5	20191121074500
512.5	15	118	634	28.5	30.0	31.5	20191121074500
537.5	15	7	3514	28.5	30.0	31.5	20191121075000
537.5	15	12	1114	28.5	30.0	31.5	20191121075000
537.5	15	19	120	28.5	30.0	31.5	20191121075000
537.5	15	75	85	28.5	30.0	31.5	20191121075000
537.5	15	118	630	28.5	30.0	31.5	20191121075000
562.5	15	7	3454	28.5	30.0	31.5	20191121075500
562.5	15	12	1054	28.5	30.0	31.5	20191121075500
562.5	15	19	120	28.5	30.0	31.5	20191121075500
562.5	15	75	82	28.5	30.0	31.5	20191121075500
562.5	15	118	627	28.5	30.0	31.5	20191121075500
587.5	15	7	3394	28.5	30.0	31.5	20191121080000
587.5	15	12	994	28.5	30.0	31.5	20191121080000
587.5	15	19	120	28.5	30.0	31.5	20191121080000
587.5	15	75	80	28.5	30.0	31.5	20191121080000
587.5	15	118	625	28.5	30.0	31.5	20191121080000
610.0	12	7	2672	28.5	30.0	31.5	20191121080500
610.0	12	12	752	28.5	30.0	31.5	20191121080500
610.0	12	19	96	28.5	30.0	31.5	20191121080500
610.0	12	75	61	28.5	30.0	31.5	20191121080500
610.0	12	118	496	28.5	30.0	31.5	20191121080500
632.5	15	7	3286	28.5	30.0	31.5	20191121081000
632.5	15	12	886	28.5	30.0	31.5	20191121081000
632.5	15	19	120	28.5	30.0	31.5	20191121081000
632.5	15	75	75	28.5	30.0	31.5	20191121081000
632.5	15	118	618	28.5	30.0	31.5	20191121081000
657.5	15	7	3226	28.5	30.0	31.5	20191121081500
657.5	15	12	826	28.5	30.0	31.5	20191121081500
657.5	15	19	120	28.5	30.0	31.5	20191121081500
657.5	15	75	72	28.5	30.0	31.5	20191121081500
657.5	15	118	615	28.5	30.0	31.5	20191121081500
682.5	15	7	3166	28.5	30.0	31.5	20191121082000
682.5	15	12	766	28.5	30.0	31.5	20191121082000
682.5	15	19	120	28.5	30.0	31.5	20191121082000
682.5	15	75	70	28.5	30.0	31.5	20191121082000
682.5	15	118	610	28.5	30.0	31.5	20191121082000
705.0	12	7	2490	28.5	30.0	31.5	20191121082500
705.0	12	12	570	28.5	30.0	31.5	20191121082500
705.0	12	19	96	28.5	30.0	31.5	20191121082500
705.0	12	75	55	28.5	30.0	31.5	20191121082500
705.0	12	118	486	28.5	30.0	31.5	20191121082500
727.5	15	7	3058	28.5	30.0	31.5	20191121083000
727.5	15	12	658	28.5	30.0	31.5	20191121083000
727.5	15	19	120	28.5	30.0	31.5	20191121083000
727.5	15	75	65	28.5	30.0	31.5	20191121083000
727.5	15	118	605	28.5	30.0	31.5	20191121083000
752.5	15	7	2998	28.5	30.0	31.5	20191121083500
752.5	15	12	598	28.5	30.0	31.5	20191121083500
752.5	15	19	120	28.5	30.0	31.5	20191121083500
752.5	15	75	65	28.5	30.0	31.5	20191121083500
752.5	15	118	600	28.5	30.0	31.5	20191121083500
777.5	15	7	2938	28.5	30.0	31.5	20191121084000
777.5	15	12	538	28.5	30.0	31.5	20191121084000
777.5	15	19	120	28.5	30.0	31.5	20191121084000
777.5	15	75	62	28.5	30.0	31.5	20191121084000
777.5	15	118	596	28.5	30.0	31.5	20191121084000
800.0	12	7	2307	28.5	30.0	31.5	20191121084500
800.0	12	12	387	28.5	30.0	31.5	20191121084500
800.0	12	19	96	28.5	30.0	31.5	20191121084500
800.0	12	75	48	28.5	30.0	31.5	20191121084500
800.0	12	118	474	28.5	30.0	31.5	20191121084500
822.5	15	7	2830	28.5	30.0	31.5	20191121085000
822.5	15	12	430	28.5	30.0	31.5	20191121085000
822.5	15	19	120	28.5	30.0	31.5	20191121085000
822.5	15	75	60	28.5	30.0	31.5	20191121085000
822.5	15	118	589	28.5	30.0	31.5	20191121085000
847.5	15	7	2770	28.5	30.0	31.5	20191121085500
847.5	15	12	370	28.5	30.0	31.5	20191121085500
847.5	15	19	120	28.5	30.0	31.5	20191121085500
847.5	15	75	59	28.5	30.0	31.5	20191121085500
847.5	15	118	585	28.5	30.0	31.5	20191121085500
872.5	15	7	2710	28.5	30.0	31.5	20191121090000
872.5	15	12	310	28.5	30.0	31.5	20191121090000
872.5	15	19	120	28.5	30.0	31.5	20191121090000
872.5	15	75	55	28.5	30.0	31.5	20191121090000
872.5	15	118	580	28.5	30.0	31.5	20191121090000
895.0	12	7	2125	28.5	30.0	31.5	20191121090500
895.0	12	12	205	28.5	30.0	31.5	20191121090500
895.0	12	19	96	28.5	30.0	31.5	20191121090500
895.0	12	75	44	28.5	30.0	31.5	20191121090500
895.0	12	118	460	28.5	30.0	31.5	20191121090500
917.5	15	7	2602	28.5	30.0	31.5	20191121091000
917.5	15	12	202	28.5	30.0	31.5	20191121091000
917.5	15	19	120	28.5	30.0	31.5	20191121091000
917.5	15	75	55	28.5	30.0	31.5	20191121091000
917.5	15	118	571	28.5	30.0	31.5	20191121091000
942.5	15	7	2542	28.5	30.0	31.5	20191121091500
942.5	15	12	142	28.5	30.0	31.5	20191121091500
942.5	15	19	120	28.5	30.0	31.5	20191121091500
942.5	15	75	53	28.5	30.0	31.5	20191121091500
942.5	15	118	566	28.5	30.0	31.5	20191121091500
967.5	15	7	2482	28.5	30.0	31.5	20191121092000
967.5	15	12	82	28.5	30.0	31.5	20191121092000
967.5	15	19	120	28.5	30.0	31.5	20191121092000
967.5	15	75	50	28.5	30.0	31.5	20191121092000
967.5	15	118	561	28.5	30.0	31.5	20191121092000
990.0	12	7	1942	28.5	30.0	31.5	20191121092500
990.0	12	12	22	28.5	30.0	31.5	20191121092500
990.0	12	19	96	28.5	30.0	31.5	20191121092500
990.0	12	75	40	28.5	30.0	31.5	20191121092500
990.0	12	118	444	28.5	30.0	31.5	20191121092500
1012.5	15	7	2374	28.5	30.0	31.5	20191121093000
1012.5	15	19	120	28.5	30.0	31.5	20191121093000
1012.5	15	75	50	28.5	30.0	31.5	20191121093000
1012.5	15	118	550	28.5	30.0	31.5	20191121093000
1037.5	15	7	2314	28.5	30.0	31.5	20191121093500
1037.5	15	19	120	28.5	30.0	31.5	20191121093500
1037.5	15	75	50	28.5	30.0	31.5	20191121093500
1037.5	15	118	544	28.5	30.0	31.5	20191121093500
1062.5	15	7	2254	28.5	30.0	31.5	20191121094000
1062.5	15	19	120	28.5	30.0	31.5	20191121094000
1062.5	15	75	46	28.5	30.0	31.5	20191121094000
1062.5	15	118	537	28.5	30.0	31.5	20191121094000
1087.5	15	7	2194	28.5	30.0	31.5	20191121094500
1087.5	15	19	120	28.5	30.0	31.5	20191121094500
1087.5	15	75	45	28.5	30.0	31.5	20191121094500
1087.5	15	118	531	28.5	30.0	31.5	20191121094500
1110.0	12	7	1712	28.5	30.0	31.5	20191121095000
1110.0	12	19	96	28.5	30.0	31.5	20191121095000
1110.0	12	75	36	28.5	30.0	31.5	20191121095000
1110.0	12	118	419	28.5	30.0	31.5	20191121095000
1132.5	15	7	2086	28.5	30.0	31.5	20191121095500
1132.5	15	19	120	28.5	30.0	31.5	20191121095500
1132.5	15	75	45	28.5	30.0	31.5	20191121095500
1132.5	15	118	517	28.5	30.0	31.5	20191121095500
1157.5	15	7	2026	28.5	30.0	31.5	20191121100000
1157.5	15	19	120	28.5	30.0	31.5	20191121100000
1157.5	15	75	45	28.5	30.0	31.5	20191121100000
1157.5	15	118	508	28.5	30.0	31.5	20191121100000
1182.5	15	7	1966	28.5	30.0	31.5	20191121100500
1182.5	15	19	120	28.5	30.0	31.5	20191121100500
1182.5	15	75	43	28.5	30.0	31.5	20191121100500
1182.5	15	118	500	28.5	30.0	31.5	20191121100500
1205.0	12	7	1530	28.5	30.0	31.5	20191121101000
1205.0	12	19	96	28.5	30.0	31.5	20191121101000
1205.0	12	75	32	28.5	30.0	31.5	20191121101000
1205.0	12	118	394	28.5	30.0	31.5	20191121101000
1227.5	15	7	1858	28.5	30.0	31.5	20191121101500
1227.5	15	19	120	28.5	30.0	31.5	20191121101500
1227.5	15	75	40	28.5	30.0	31.5	20191121101500
1227.5	15	118	483	28.5	30.0	31.5	20191121101500
1252.5	15	7	1798	28.5	30.0	31.5	20191121102000
1252.5	15	19	120	28.5	30.0	31.5	20191121102000
1252.5	15	75	40	28.5	30.0	31.5	20191121102000
1252.5	15	118	471	28.5	30.0	31.5	20191121102000
1277.5	15	7	1738	28.5	30.0	31.5	20191121102500
1277.5	15	19	120	28.5	30.0	31.5	20191121102500
1277.5	15	75	40	28.5	30.0	31.5	20191121102500
1277.5	15	118	459	28.5	30.0	31.5	20191121102500
1300.0	12	7	1347	28.5	30.0	31.5	20191121103000
1300.0	12	19	96	28.5	30.0	31.5	20191121103000
1300.0	12	75	32	28.5	30.0	31.5	20191121103000
1300.0	12	118	358	28.5	30.0	31.5	20191121103000
1322.5	15	7	1630	28.5	30.0	31.5	20191121103500
1322.5	15	19	120	28.5	30.0	31.5	20191121103500
1322.5	15	75	40	28.5	30.0	31.5	20191121103500
1322.5	15	118	434	28.5	30.0	31.5	20191121103500
1347.5	15	7	1570	28.5	30.0	31.5	20191121104000
1347.5	15	19	120	28.5	30.0	31.5	20191121104000
1347.5	15	75	39	28.5	30.0	31.5	20191121104000
1347.5	15	118	417	28.5	30.0	31.5	20191121104000
1372.5	15	7	1510	28.5	30.0	31.5	20191121104500
1372.5	15	19	120	28.5	30.0	31.5	20191121104500
1372.5	15	75	35	28.5	30.0	31.5	20191121104500
1372.5	15	118	397	28.5	30.0	31.5	20191121104500
1395.0	12	7	1165	28.5	30.0	31.5	20191121105000
1395.0	12	19	96	28.5	30.0	31.5	20191121105000
1395.0	12	75	28	28.5	30.0	31.5	20191121105000
1395.0	12	118	302	28.5	30.0	31.5	20191121105000
1417.5	15	7	1402	28.5	30.0	31.5	20191121105500
1417.5	15	19	120	28.5	30.0	31.5	20191121105500
1417.5	15	75	35	28.5	30.0	31.5	20191121105500
1417.5	15	118	350	28.5	30.0	31.5	20191121105500
1442.5	15	7	1342	28.5	30.0	31.5	20191121110000
1442.5	15	19	120	28.5	30.0	31.5	20191121110000
1442.5	15	75	35	28.5	30.0	31.5	20191121110000
1442.5	15	118	313	28.5	30.0	31.5	20191121110000
1467.5	15	7	1282	28.5	30.0	31.5	20191121110500
1467.5	15	19	120	28.5	30.0	31.5	20191121110500
1467.5	15	75	35	28.5	30.0	31.5	20191121110500
1467.5	15	118	259	28.5	30.0	31.5	20191121110500
1490.0	12	7	982	28.5	30.0	31.5	20191121111000
1490.0	12	19	96	28.5	30.0	31.5	20191121111000
1490.0	12	75	28	28.5	30.0	31.5	20191121111000
1490.0	12	118	140	28.5	30.0	31.5	20191121111000
